arxiv_id,title,first_submitted,primary_category,D1,D2,D3,D4,D5,D6,D7_code,D7_data,D8,D9,needs_fulltext,evidence
2602.22842,"The AI Research Assistant: Promise, Peril, and a Proof of Concept",2026-02-26,cs.AI,CASE_STUDY,L0_ASSISTIVE,LITERATURE;ANALYSIS;WRITING,MATH_FORMAL,HUMAN_EXPERT,TRACES,NO,NO,CAPABILITY,CO_PERFORMER,0,"'systematic human-AI collaboration'; 'every step required rigorous human verification, mathematical intuition for problem formulation, and strategic direction'; 'We document the complete research workflow with unusual transparency'."
2602.23271,Evaluating Stochasticity in Deep Research Agents,2026-02-26,cs.AI,BENCHMARK,NA,NA,GENERAL_ML,BENCHMARK_METRIC,UNCERTAINTY,NO,NO,METHOD,UNSPECIFIED,0,'We introduce an evaluation framework that quantifies variance in the system'; 'our proposed mitigation methods reduce average stochasticity by 22%'.
2602.23716,ProductResearch: Training E-Commerce Deep Research Agents via Multi-Agent Synthetic Trajectory Distillation,2026-02-27,cs.AI,FRAMEWORK,NA,LITERATURE;ANALYSIS;WRITING,OTHER,BENCHMARK_METRIC,NONE,NO,NO,METHOD,UNSPECIFIED,1,"'a multi-agent framework that synthesizes high-fidelity, long-horizon tool-use trajectories for training'; 'improvements ... in response comprehensiveness, research depth, and user-perceived utility' — whether judging is by LLM or humans is not stated."
2603.00582,Super Research: Answering Highly Complex Questions with Large Language Models through Super Deep and Super Wide Research,2026-02-28,cs.CL,BENCHMARK,NA,NA,MULTI,BENCHMARK_METRIC;LLM_JUDGE,PROVENANCE;TRACES,NO,PARTIAL,METHOD,UNSPECIFIED,0,"'we curated a benchmark of 300 expert-written questions across diverse domains'; 'a graph-anchored auditing protocol that evaluates ... Coverage, Logical Consistency, Report Utility, Objectivity and Citation Health'; 'verifiable reports with fine-grained citations and intermediate artifacts'; 'Leaderboard is available at'."
2603.00612,From Literature to Hypotheses: An AI Co-Scientist System for Biomarker-Guided Drug Combination Hypothesis Generation,2026-02-28,cs.CL,SYSTEM,L0_ASSISTIVE,IDEATION;LITERATURE,BIOMED,NONE,TRACES;PROVENANCE,NO,NO,CAPABILITY,CO_PERFORMER,0,"'interactive, human-in-the-loop system'; 'researcher-steerable exploration rather than automated decision-making'; 'users can configure the scientific context, inspect intermediate results, and iteratively refine hypotheses'; 'explicitly grounding each hypothesis in retrievable evidence'; only 'we demonstrate ... practical use cases' (no empirical evaluation)."
2603.01050,MM-DeepResearch: A Simple and Effective Multimodal Agentic Search Baseline,2026-03-01,cs.CV,SYSTEM,L1_STAGE,LITERATURE,GENERAL_ML,BENCHMARK_METRIC,REPRO_ARTIFACTS,YES,NO,CAPABILITY,NONE_CLAIMED,0,"'multimodal deep research agent, and extensive results shows its superiority across benchmarks'; 'Code is available at https://github.com/HJYao00/MM-DeepResearch'."
2603.01152,DeepResearch-9K: A Challenging Benchmark Dataset of Deep-Research Agent,2026-03-01,cs.AI,BENCHMARK,NA,LITERATURE,GENERAL_ML,BENCHMARK_METRIC,REPRO_ARTIFACTS,YES,YES,METHOD,NONE_CLAIMED,0,"'we construct DeepResearch-9K, a large-scale challenging dataset'; 'We release the DeepResearch-9K dataset ... and the code of DeepResearch-R1'."
2603.03655,Mozi: Governed Autonomy for Drug Discovery LLM Agents,2026-03-04,cs.AI,SYSTEM,L2_PIPELINE,IDEATION;EXP_DESIGN;EXECUTION;ANALYSIS,BIOMED,BENCHMARK_METRIC,TRACES,NO,NO,CAPABILITY,GATEKEEPER,0,'strategic human-in-the-loop (HITL) checkpoints'; 'canonical drug discovery stages -- from Target Identification to Lead Optimization'; 'trace-level audibility'; 'We evaluate Mozi on PharmaBench'; candidates only 'in silico'.
2603.04751,Evaluating the Search Agent in a Parallel World,2026-03-05,cs.AI,BENCHMARK,NA,LITERATURE,GENERAL_ML,BENCHMARK_METRIC,NONE,NO,YES,METHOD,NONE_CLAIMED,0,"'We release MPW-Bench, an interactive benchmark spanning 19 domains with 1,608 instances'; framework 'for evaluating Search Agents'."
2603.05912,DeepFact: Co-Evolving Benchmarks and Agents for Deep Research Factuality,2026-03-06,cs.AI,BENCHMARK,NA,REVIEW,GENERAL_ML,HUMAN_EXPERT;BENCHMARK_METRIC;HELD_OUT_TRANSFER,PROVENANCE,NO,NO,METHOD,EVALUATOR,0,'a versioned DRR factuality benchmark with auditable rationales'; 'in a controlled study with PhD-level specialists'; 'transfers well to external factuality datasets'; 'experts are substantially more reliable as auditors'.
2603.05972,THETA: A Textual Hybrid Embedding-based Topic Analysis Framework and AI Scientist Agent for Scalable Computational Social Science,2026-03-06,cs.CY,SYSTEM,L1_STAGE,ANALYSIS,SOCIAL_SCI,BENCHMARK_METRIC,REPRO_ARTIFACTS,YES,NO,CAPABILITY,UNSPECIFIED,0,"'AI Scientist Agent framework, comprising Data Steward, Modeling Analyst, and Domain Expert agents'; 'THETA significantly outperforms traditional models, such as LDA, ETM, and CTM'; 'Code is available'; agents 'simulate the human-in-the-loop expert judgment' (actual human role not specified)."
2603.06739,ResearchEnvBench: Benchmarking Agents on Environment Synthesis for Research Code Execution,2026-03-06,cs.SE,BENCHMARK,NA,EXECUTION,SOFTWARE,BENCHMARK_METRIC,NONE,NO,NO,METHOD,NONE_CLAIMED,0,'a benchmark for environment synthesis in research code execution'; 'Evaluations on diverse research repositories reveal a substantial gap in current SOTA agents'.
2603.06942,"Deep Research, Shallow Evaluation: A Case Study in Meta-Evaluation for Long-Form QA Benchmarks",2026-03-06,cs.CL,BENCHMARK,NA,NA,GENERAL_ML,HUMAN_EXPERT;LLM_JUDGE,NONE,NO,NO,METHOD,EVALUATOR,0,'We conduct a case study in meta-evaluation for long-form QA benchmarks'; 'validate the benchmark through human pairwise preference judgments'; 'expert annotators are critical for reliable metric-level assessment'; no system built.
2603.07241,Rethinking Deep Research from the Perspective of Web Content Distribution Matching,2026-03-07,cs.LG,FRAMEWORK,NA,LITERATURE,GENERAL_ML,BENCHMARK_METRIC,NONE,NO,NO,METHOD,NONE_CLAIMED,0,"'As a plug-and-play module, WeDas consistently improves sub-goal completion and accuracy across four benchmarks'."
2603.07416,DualSpec: Accelerating Deep Research Agents via Dual-Process Action Speculation,2026-03-08,cs.LG,FRAMEWORK,NA,LITERATURE,GENERAL_ML,BENCHMARK_METRIC,NONE,NO,NO,METHOD,NONE_CLAIMED,0,"'we propose DualSpec, a heterogeneous speculation framework'; 'up to 3.28x end-to-end speedup' across 'multiple models and benchmarks'."
2603.07444,HLER: Human-in-the-Loop Economic Research via Multi-Agent Pipelines for Empirical Discovery,2026-03-08,cs.AI,SYSTEM,L2_PIPELINE,IDEATION;EXP_DESIGN;ANALYSIS;WRITING;REVIEW,SOCIAL_SCI,BENCHMARK_METRIC,NONE,NO,NO,CAPABILITY,GATEKEEPER,0,"'specialized agents for data auditing, data profiling, hypothesis generation, econometric analysis, manuscript drafting, and automated review'; 'Human decision gates are embedded at key stages'; 'feasible research questions in 87% of cases (versus 41%)'."
2603.07853,SynPlanResearch-R1: Encouraging Tool Exploration for Deep Research with Synthetic Plans,2026-03-09,cs.AI,FRAMEWORK,NA,LITERATURE,GENERAL_ML,BENCHMARK_METRIC,REPRO_ARTIFACTS,YES,NO,METHOD,NONE_CLAIMED,0,'a framework that synthesizes tool-use trajectories ... providing a strong initialization for subsequent RL'; 'Across seven multi-hop and open-web benchmarks'; 'Our code is publicly available'
2603.08117,UIS-Digger: Towards Comprehensive Research Agent Systems for Real-world Unindexed Information Seeking,2026-03-09,cs.AI,BENCHMARK,NA,LITERATURE,GENERAL_ML,BENCHMARK_METRIC,NONE,NO,YES,METHOD,NONE_CLAIMED,0,"'we introduce UIS-QA, the first dedicated UIS benchmark, comprising 110 expert-annotated QA pairs'; UIS-Digger 'sets a strong baseline at 27.27%'; 'The dataset has been released'"
2603.08127,EvoScientist: Towards Multi-Agent Evolving AI Scientists for End-to-End Scientific Discovery,2026-03-09,cs.CL,SYSTEM,L3_CLOSED_LOOP,IDEATION;EXP_DESIGN;EXECUTION,GENERAL_ML,LLM_JUDGE;HUMAN_EXPERT;BENCHMARK_METRIC,NONE,NO,NO,CAPABILITY,EVALUATOR,0,"'an evolving multi-agent AI scientist framework that continuously improves research strategies through persistent memory and self-evolution'; 'higher novelty, feasibility, relevance, and clarity via automatic and human evaluation'"
2603.11987,LABSHIELD: A Multimodal Benchmark for Safety-Critical Reasoning and Planning in Scientific Laboratories,2026-03-12,cs.AI,BENCHMARK,NA,NA,CHEMISTRY,BENCHMARK_METRIC,NONE,NO,NO,METHOD,NONE_CLAIMED,0,"'we introduce LABSHIELD, a realistic multi-view benchmark designed to assess MLLMs in hazard identification and safety-critical reasoning'; 'The full dataset will be released soon'"
2603.12226,Sparking Scientific Creativity via LLM-Driven Interdisciplinary Inspiration,2026-03-12,cs.CL,SYSTEM,L0_ASSISTIVE,IDEATION;LITERATURE,GENERAL_ML,LLM_JUDGE,NONE,NO,NO,CAPABILITY,CO_PERFORMER,1,'Idea-Catalyst is designed to assist the brainstorming stage'; 'augmenting the reasoning processes'; 'improves average novelty by 21% and insightfulness by 16%' (judge unspecified)
2603.12608,InterDeepResearch: Enabling Human-Agent Collaborative Information Seeking through Interactive Deep Research,2026-03-13,cs.IR,SYSTEM,L2_PIPELINE,LITERATURE;WRITING,GENERAL_ML,BENCHMARK_METRIC;HUMAN_EXPERT,TRACES;PROVENANCE,PARTIAL,NO,METHOD,CO_PERFORMER,0,'real-time steerability'; 'cross-action backtracing for evidence provenance'; 'Evaluation on the Xbench-DeepSearch-v1 and Seal-0 benchmarks ... a formal user study'
2603.12618,Human-AI Collaborative Autonomous Experimentation With Proxy Modeling for Comparative Observation,2026-03-13,cs.LG,SYSTEM,L2_PIPELINE,EXP_DESIGN;EXECUTION;ANALYSIS,MATERIALS,BENCHMARK_METRIC,NONE,NO,NO,METHOD,CO_PERFORMER,0,'we introduce a voting system on the fly ... the human agents will choose the preferred samples'; 'demonstrated the performance of the proposed px-BO framework into simulated and BEPS data'
2603.13327,DOVA: Deliberation-First Multi-Agent Orchestration for Autonomous Research Automation,2026-03-04,cs.AI,SYSTEM,L1_STAGE,LITERATURE;WRITING,GENERAL_ML,BENCHMARK_METRIC,TRACES,NO,NO,CAPABILITY,UNSPECIFIED,1,"'deliberation-first orchestration, where explicit meta-reasoning precedes tool invocation'; 'blackboard transparency'; 'architectural ablation study across seven system configurations'"
2603.13840,ClimateAgents: A Multi-Agent Research Assistant for Social-Climate Dynamics Analysis,2026-03-14,cs.MA,SYSTEM,L2_PIPELINE,IDEATION;LITERATURE;ANALYSIS;WRITING,SOCIAL_SCI,NONE,NONE,NO,NO,CAPABILITY,UNSPECIFIED,1,"'collaborative, domain-specialized agents that collectively perform key stages of the research workflow, including hypothesis generation, data analysis, evidence retrieval, and structured reporting'; 'The results illustrate how...' (no explicit evaluation described)"
2603.14575,CausalEvolve: Towards Open-Ended Discovery with Causal Scratchpad,2026-03-15,cs.LG,SYSTEM,L3_CLOSED_LOOP,IDEATION;EXECUTION;ANALYSIS,GENERAL_ML,BENCHMARK_METRIC,TRACES,NO,NO,METHOD,NONE_CLAIMED,1,'iteratively improving and evolving programs'; 'a causal scratchpad that leverages LLMs to identify and reason about guiding factors'; '4 challenging open-ended scientific tasks' (domains unspecified)
2603.15164,HindSight: Evaluating LLM-Generated Research Ideas via Future Impact,2026-03-16,cs.CL,BENCHMARK,NA,NA,GENERAL_ML,BENCHMARK_METRIC;LLM_JUDGE;HELD_OUT_TRANSFER,NONE,NO,NO,METHOD,NONE_CLAIMED,0,"'HindSight, a time-split evaluation framework that measures idea quality by matching generated ideas against real future publications'; compared against 'LLM-as-Judge'"
2603.15712,LLM-Driven Discovery of High-Entropy Catalysts via Retrieval-Augmented Generation,2026-03-16,cond-mat.mtrl-sci,SYSTEM,L1_STAGE,IDEATION;ANALYSIS,MATERIALS,BENCHMARK_METRIC,NONE,NO,NO,DISCOVERY,CO_PERFORMER,0,'Our approach generated over 250 catalyst candidates with an 82% thermodynamic stability rate'; 'the LLM assists in result interpretation and hypothesis generation'
2603.15726,MiroThinker-1.7 & H1: Towards Heavy-Duty Research Agents via Verification,2026-03-16,cs.CL,SYSTEM,L1_STAGE,LITERATURE;ANALYSIS,MULTI,BENCHMARK_METRIC,TRACES;REPRO_ARTIFACTS,PARTIAL,NO,CAPABILITY,NONE_CLAIMED,0,"'the overall reasoning trajectory is audited to ensure that final answers are supported by coherent chains of evidence'; 'benchmarks covering open-web research, scientific reasoning, and financial analysis'; 'We also release MiroThinker-1.7 and MiroThinker-1.7-mini as open-source models'"
2603.15914,The Agentic Researcher: A Practical Guide to AI-Assisted Research in Mathematics and Machine Learning,2026-03-16,cs.LG,FRAMEWORK,NA,EXP_DESIGN;EXECUTION;ANALYSIS,MULTI,NONE,REPRO_ARTIFACTS,YES,NO,METHOD,CO_PERFORMER,0,"'an open-source framework that, through a set of methodological rules formulated as agent prompts, turns CLI coding agents ... into autonomous research assistants'; 'case studies from deep learning and mathematics'; 'not intended to replace the researcher in the loop, but to augment them'"
2603.16120,Language Models Don't Know What You Want: Evaluating Personalization in Deep Research Needs Real Users,2026-03-17,cs.CL,SYSTEM,L2_PIPELINE,LITERATURE;WRITING,GENERAL_ML,LLM_JUDGE;BENCHMARK_METRIC;HUMAN_EXPERT,PROVENANCE,NO,NO,METHOD,GATEKEEPER,0,'writes a multi-section report for the query that follows user-approved actions'; 'benchmark with synthetic users and LLM judges'; 'we interview users in an online version of MySQA'; 'beats baselines in citation metrics'
2603.16289,VisBrowse-Bench: Benchmarking Visual-Native Search for Multimodal Browsing Agents,2026-03-17,cs.CV,BENCHMARK,NA,LITERATURE,GENERAL_ML,BENCHMARK_METRIC,REPRO_ARTIFACTS,YES,YES,METHOD,UNSPECIFIED,0,"'we introduce a new benchmark for visual-native search, VisBrowse-Bench'; 'The code and data can be accessed at'"
2603.17179,Ablation Study of a Fairness Auditing Agentic System for Bias Mitigation in Early-Onset Colorectal Cancer Detection,2026-03-17,cs.MA,SYSTEM,L1_STAGE,LITERATURE;EXP_DESIGN,BIOMED,BENCHMARK_METRIC,NONE,NO,NO,CAPABILITY,EVALUATOR,0,'a Domain Expert Agent that synthesizes literature on EO-CRC disparities and a Fairness Consultant Agent that recommends sensitive attributes and fairness metrics'; 'highest semantic similarity to expert-derived reference statements'
2603.17216,AI Scientist via Synthetic Task Scaling,2026-03-17,cs.AI,FRAMEWORK,NA,EXP_DESIGN;EXECUTION,GENERAL_ML,BENCHMARK_METRIC,NONE,NO,NO,METHOD,NONE_CLAIMED,0,'we provide a novel synthetic environment generation pipeline targeting machine learning agents'; 'raising the AUP metric by 9%'
2603.18115,LLM-Augmented Computational Phenotyping of Long Covid,2026-03-18,cs.LG,SYSTEM,L2_PIPELINE,IDEATION;ANALYSIS,BIOMED,BENCHMARK_METRIC,NONE,NO,NO,DISCOVERY,UNSPECIFIED,1,"'iteratively integrates hypothesis generation, evidence extraction, and feature refinement to discover clinically meaningful subgroups'; 'identifies three distinct clinical phenotypes ... with strong statistical support'; degree of human involvement in the loop not stated"
2603.18273,EDM-ARS: A Domain-Specific Multi-Agent System for Automated Educational Data Mining Research,2026-03-18,cs.AI,SYSTEM,L3_CLOSED_LOOP,IDEATION;LITERATURE;EXP_DESIGN;EXECUTION;ANALYSIS;WRITING;REVIEW,SOCIAL_SCI,NONE,PROVENANCE;REPRO_ARTIFACTS,YES,NO,CAPABILITY,NONE_CLAIMED,0,"'orchestrates five specialized LLM-powered agents ... through a state-machine coordinator that supports revision loops'; 'produces a complete LaTeX manuscript with real Semantic Scholar citations, validated machine learning analyses, and automated methodological peer review'; 'released as an open-source project'"
2603.19044,MoRI: Learning Motivation-Grounded Reasoning for Scientific Ideation in Large Language Models,2026-03-19,cs.CL,FRAMEWORK,NA,IDEATION,GENERAL_ML,LLM_JUDGE;BENCHMARK_METRIC,REPRO_ARTIFACTS,YES,NO,METHOD,NONE_CLAIMED,0,"'we propose MoRI ... a framework that enables LLMs to explicitly learn the reasoning process from research motivations to methodologies'; 'outperforms strong commercial LLMs ... across multiple dimensions, including novelty, technical rigor, and feasibility'"
2603.19782,Embodied Science: Closing the Discovery Loop with Agentic Embodied AI,2026-03-20,cs.AI,POSITION,NA,NA,OTHER,NONE,NONE,NO,NO,CONCEPTUAL,UNSPECIFIED,0,"'we argue for embodied science, a paradigm that reframes scientific discovery as a closed loop'; 'offering a roadmap for autonomous discovery systems'"
2603.20101,Pitfalls in Evaluating Interpretability Agents,2026-03-20,cs.AI,BENCHMARK,NA,IDEATION;EXP_DESIGN;EXECUTION;ANALYSIS,GENERAL_ML,HUMAN_EXPERT;BENCHMARK_METRIC,NONE,NO,NO,METHOD,EVALUATOR,0,'a research agent iteratively designs experiments and refines hypotheses'; 'we propose an unsupervised intrinsic evaluation'; 'evaluated against human expert explanations across six circuit analysis tasks'
2603.20256,SciNav: A General Agent Framework for Scientific Coding Tasks,2026-03-11,cs.CL,SYSTEM,L1_STAGE,EXECUTION,GENERAL_ML,BENCHMARK_METRIC,NONE,NO,NO,CAPABILITY,NONE_CLAIMED,0,'introducing an agent framework SciNav ... that enables more effective solution exploration'; 'SciNav significantly outperforms direct prompting and prior agents like OpenHands and Self-Debug'
2603.20278,OpenResearcher: A Fully Open Pipeline for Long-Horizon Deep Research Trajectory Synthesis,2026-03-17,cs.IR,SYSTEM,L1_STAGE,LITERATURE,GENERAL_ML,BENCHMARK_METRIC,TRACES;REPRO_ARTIFACTS,YES,YES,METHOD,NONE_CLAIMED,0,"'a reproducible pipeline that decouples one-time corpus bootstrapping from multi-turn trajectory synthesis'; 'We release the pipeline, synthesized trajectories, model checkpoints, and the offline search environment'; agent performs only search/evidence aggregation (literature stage)."
2603.21152,TRACE: A Multi-Agent System for Autonomous Physical Reasoning for Seismology,2026-03-22,physics.geo-ph,SYSTEM,L2_PIPELINE,EXECUTION;ANALYSIS,PHYSICS,REAL_WORLD,TRACES,NO,NO,DISCOVERY,UNSPECIFIED,1,"'multi-agent system that combines large language model planning with formal seismological constraints to derive auditable, physically grounded mechanistic inferences from raw observations'; 'TRACE autonomously identifies stress-perturbation-induced delayed triggering' (real 2019 Ridgecrest, 2025 Santorini sequences)."
2603.21728,EvoIdeator: Evolving Scientific Ideas through Checklist-Grounded Reinforcement Learning,2026-03-23,cs.AI,FRAMEWORK,NA,IDEATION,GENERAL_ML,LLM_JUDGE;BENCHMARK_METRIC,NONE,NO,NO,METHOD,NONE_CLAIMED,0,"'we propose EvoIdeator, a framework that facilitates the evolution of scientific ideas by aligning the RL training objective with checklist-grounded feedback'; 'leverages a structured judge model'."
2603.22363,Early Discoveries of Algorithmist I: Promise of Provable Algorithm Synthesis at Scale,2026-03-23,cs.SE,SYSTEM,L3_CLOSED_LOOP,IDEATION;EXECUTION;WRITING;REVIEW,MATH_FORMAL,BENCHMARK_METRIC;LLM_JUDGE,TRACES,NO,NO,DISCOVERY,UNSPECIFIED,1,"'an autonomous researcher agent ... that runs a multi-agent research-and-review loop, with separate stages for idea generation, algorithm and proof development, proof-guided implementation, and review'; 'It also found improved algorithms in some settings ... and uncovered a subtle proof bug in prior published work'."
2603.23951,From AI Assistant to AI Scientist: Autonomous Discovery of LLM-RL Algorithms with LLM Agents,2026-03-25,cs.CL,SYSTEM,L3_CLOSED_LOOP,IDEATION;EXP_DESIGN;EXECUTION;ANALYSIS,GENERAL_ML,BENCHMARK_METRIC,TRACES;PROVENANCE,NO,NO,DISCOVERY,NONE_CLAIMED,0,"'POISE, a closed-loop framework for automated discovery of policy optimization algorithms'; 'maintains a structured, genealogically linked archive linking proposals, executable implementations, standardized evaluations, and natural-language reflections'; 'discovers improved mechanisms'."
2603.24402,AI-Supervisor: Autonomous AI Research Supervision via a Persistent Research World Model,2026-03-25,cs.AI,SYSTEM,L3_CLOSED_LOOP,LITERATURE;IDEATION;EXP_DESIGN;EXECUTION;ANALYSIS;WRITING,GENERAL_ML,NONE,PROVENANCE,NO,NO,METHOD,UNSPECIFIED,1,"'from literature review through gap discovery, method development, evaluation, and paper writing -- through autonomous exploration and self-correcting updates'; no empirical evaluation reported in abstract; 'Research World Model, implemented as a Knowledge Graph' with 'consensus mechanism where independent findings are corroborated'."
2603.25342,From Intent to Evidence: A Categorical Approach for Structural Evaluation of Deep Research Agents,2026-03-26,cs.LG,BENCHMARK,NA,LITERATURE;ANALYSIS,GENERAL_ML,BENCHMARK_METRIC;HUMAN_EXPERT,TRACES;PROVENANCE,NO,NO,METHOD,EVALUATOR,0,"'we derive a mechanism-aware benchmark of 296 bilingual questions'; 'We evaluate 16 frontier systems with human verification'; 'tracked search, which preserves retrieval traces'."
2603.25780,A Judge Agent Closes the Reliability Gap in AI-Generated Scientific Simulation,2026-03-26,cs.SE,SYSTEM,L2_PIPELINE,EXECUTION;REVIEW,MULTI,BENCHMARK_METRIC;HUMAN_EXPERT;REAL_WORLD,FORMAL_VERIF;UNCERTAINTY;REPRO_ARTIFACTS,YES,YES,METHOD,EVALUATOR,0,"'classical mathematical validation -- well-posedness, convergence, and error certification -- can be fully automated by a Judge Agent'; '134 test cases spanning 12 scientific domains'; '72 blinded tasks submitted by 12 independent scientists'; 'On clinical CT ... the pipeline reaches 99% of expert quality'; 'Code, data, and all 72 benchmark tasks are publicly archived'."
2603.26177,Can AI Scientist Agents Learn from Lab-in-the-Loop Feedback? Evidence from Iterative Perturbation Discovery,2026-03-27,cs.LG,CASE_STUDY,L1_STAGE,IDEATION;EXP_DESIGN,BIOMED,BENCHMARK_METRIC,NONE,NO,NO,CAPABILITY,UNSPECIFIED,1,"'800 independently replicated experiments on iterative perturbation discovery in Cell Painting high-content screening'; 'an LLM agent that iteratively updates its hypotheses using experimental feedback'; empirical study of agent capability, not a new system."
2603.26499,AIRA_2: Overcoming Bottlenecks in AI Research Agents,2026-03-27,cs.AI,SYSTEM,L3_CLOSED_LOOP,EXP_DESIGN;EXECUTION;ANALYSIS,GENERAL_ML,BENCHMARK_METRIC;HELD_OUT_TRANSFER,NONE,NO,NO,CAPABILITY,NONE_CLAIMED,0,'a Hidden Consistent Evaluation protocol that delivers a reliable evaluation signal'; 'ReAct agents that dynamically scope their actions and debug interactively'; 'On MLE-bench-30 ... mean Percentile Rank of 81.5%'.
2603.27416,Agent-Driven Autonomous Reinforcement Learning Research: Iterative Policy Improvement for Quadruped Locomotion,2026-03-28,cs.RO,CASE_STUDY,L2_PIPELINE,EXP_DESIGN;EXECUTION;ANALYSIS,GENERAL_ML,BENCHMARK_METRIC,TRACES,NO,NO,CAPABILITY,CO_PERFORMER,0,'This paper documents a case study'; 'A human provided high-level directives ... while an agent carried out most of the execution loop'; 'The archive also records several concrete autonomous research decisions'; 'making clear where human direction still shaped the agenda'.
2603.28336,A Multi-Agent Rhizomatic Pipeline for Non-Linear Literature Analysis,2026-03-30,cs.AI,SYSTEM,L1_STAGE,LITERATURE,SOCIAL_SCI,NONE,REPRO_ARTIFACTS,PARTIAL,NO,CAPABILITY,UNSPECIFIED,1,'a multi-agent computational pipeline ... to conduct non-linear literature analysis through 12 specialized agents'; 'Preliminary deployment demonstrates the system's capacity' (no formal evaluation); 'The pipeline is open-source' but no link given.
2603.28361,"Deep Research of Deep Research: From Transformer to Agent, From AI to AI for Science",2026-03-30,cs.AI,SURVEY,NA,NA,MULTI,NONE,NONE,NO,NO,CONCEPTUAL,UNSPECIFIED,0,"'This paper provides a deep research of deep research... We examine the progress of AI4S across various disciplines' - literature review across disciplines, no new system."
2603.28376,Marco DeepResearch: Unlocking Efficient Deep Research Agents via Verification-Centric Design,2026-03-30,cs.CL,SYSTEM,L1_STAGE,LITERATURE,GENERAL_ML,BENCHMARK_METRIC,NONE,NO,NO,CAPABILITY,NONE_CLAIMED,0,"'we present Marco DeepResearch, a deep research agent'; 'significantly outperforms 8B-scale deep research agents on most challenging benchmarks, such as BrowseComp' - information gathering/synthesis stage only."
2603.28407,MiroEval: Benchmarking Multimodal Deep Research Agents in Process and Outcome,2026-03-30,cs.AI,BENCHMARK,NA,NA,GENERAL_ML,LLM_JUDGE;HUMAN_EXPERT;BENCHMARK_METRIC,NONE,NO,NO,METHOD,EVALUATOR,0,"'we introduce MiroEval, a benchmark and evaluation framework for deep research systems'; 'Human verification and robustness results confirm the reliability of the benchmark'."
2603.28589,Towards a Medical AI Scientist,2026-03-30,cs.AI,SYSTEM,L3_CLOSED_LOOP,IDEATION;LITERATURE;EXP_DESIGN;EXECUTION;WRITING,BIOMED,LLM_JUDGE;HUMAN_EXPERT,PROVENANCE,NO,NO,CAPABILITY,CO_PERFORMER,0,"'the first autonomous research framework tailored to clinical autonomous research'; 'clinician-engineer co-reasoning mechanism, which improves the traceability of generated research ideas'; 'Comprehensive evaluations by both large language models and human experts'."
2603.28651,"Not Search, But Scan: Benchmarking MLLMs on Scan-Oriented Academic Paper Reasoning",2026-03-27,cs.AI,BENCHMARK,NA,NA,MULTI,BENCHMARK_METRIC,PROVENANCE,NO,NO,METHOD,UNSPECIFIED,0,"'we propose ScholScan, a new benchmark for academic paper reasoning'; '1,800 carefully annotated questions... across 13 natural-science domains'; 'provides detailed annotations for evidence localization and reasoning traces'."
2603.29557,FlowPIE: Test-Time Scientific Idea Evolution with Flow-Guided Literature Exploration,2026-03-31,cs.AI,SYSTEM,L1_STAGE,IDEATION;LITERATURE,GENERAL_ML,LLM_JUDGE,NONE,NO,NO,CAPABILITY,NONE_CLAIMED,0,"'we propose FlowPIE, a tightly coupled retrieval-generation framework'; 'quality of current ideas assessed by an LLM-based generative reward model'; 'produces ideas with higher novelty, feasibility and diversity'."
2603.29632,An Empirical Study of Multi-Agent Collaboration for Automated Research,2026-03-31,cs.MA,FRAMEWORK,NA,EXP_DESIGN;EXECUTION;ANALYSIS,GENERAL_ML,BENCHMARK_METRIC,NONE,NO,NO,METHOD,NONE_CLAIMED,0,"'a systematic empirical study investigating the comparative efficacy of distinct multi-agent structures for automated machine learning optimization'; 'actionable guidelines for designing future autoresearch systems' - controlled testbed, not a real deployment setting."
2604.00248,REM-CTX: Automated Peer Review via Reinforcement Learning with Auxiliary Context,2026-03-31,cs.CL,SYSTEM,L1_STAGE,REVIEW,MULTI,BENCHMARK_METRIC,NONE,NO,NO,CAPABILITY,NONE_CLAIMED,0,"'We introduce REM-CTX, a reinforcement-learning system that incorporates auxiliary context into the review generation process'; 'Experiments on manuscripts across Computer, Biological, and Physical Sciences'."
2604.00550,"BloClaw: An Omniscient, Multi-Modal Agentic Workspace for Next-Generation Scientific Discovery",2026-04-01,cs.AI,SYSTEM,L1_STAGE,LITERATURE;EXECUTION,BIOMED,BENCHMARK_METRIC,REPRO_ARTIFACTS,YES,NO,METHOD,UNSPECIFIED,0,"'We introduce BloClaw, a unified, multi-modal operating system designed for AI4S'; 'benchmark BloClaw across cheminformatics (RDKit), de novo 3D protein folding via ESMFold, molecular docking, and autonomous Retrieval-Augmented Generation'; 'The open-source repository is available at https://github.com/qinheming/BloClaw'."
2604.01007,Omni-SimpleMem: Autoresearch-Guided Discovery of Lifelong Multimodal Agent Memory,2026-04-01,cs.AI,CASE_STUDY,L3_CLOSED_LOOP,IDEATION;EXP_DESIGN;EXECUTION;ANALYSIS,GENERAL_ML,BENCHMARK_METRIC,REPRO_ARTIFACTS,YES,NO,DISCOVERY,GATEKEEPER,0,'We deploy an autonomous research pipeline to discover Omni-SimpleMem'; 'the pipeline autonomously executes ~50 experiments... all without human intervention in the inner loop'; 'Code is available'.
