arxiv_id,passA_decision,passA_reason,passA_justification,passB_decision,passB_reason,passB_justification,agreement,final_decision,final_reason,adjudicated,adjudication_rationale
2601.17431,borderline,NA,Forensic audit of citation integrity in AI-assisted human-written surveys; may qualify as IC3 integrity paper but no autonomous system is the subject.,include,IC3,Research-integrity audit quantifying citation hallucination in AI-assisted survey papers.,needs_adjudication,,,0,
2601.17705,exclude,EC1,Sentence embedding similarity metric; unrelated to autonomous research systems.,exclude,EC5,"Sentence embedding similarity metric, unrelated to AI-conducted science.",agree,exclude,EC1,0,
2601.17879,include,IC1,Parallel agent-loop architecture for long-form deep research report generation.,borderline,NA,Parallel agent loop for long-form deep research reports; research-report generation but not clearly scientific research conduct.,needs_adjudication,,,0,
2601.17920,include,IC3,Survey with taxonomy and benchmarks of agentic AI for closed-loop self-driving laboratories.,include,IC3,Survey and taxonomy of agentic AI for self-driving laboratories with proposed benchmarks.,agree,include,IC3,0,
2601.18207,include,IC2,"Corpus, dataset, and benchmarks for training agents to search and reason over scientific papers toward AI Scientist systems.",include,IC2,"Corpus/benchmark for agents searching and reasoning over scientific papers, framed for future AI Scientist systems.",agree,include,IC2,0,
2601.18467,include,IC1,Offline-trained deep research agent with task synthesis framework and trajectory datasets.,exclude,EC1,Offline training pipeline for general web deep-research agents.,needs_adjudication,,,0,
2601.18477,exclude,EC1,Meta-research audit of human-conducted ML defect-prediction studies; no AI research system as subject.,exclude,EC5,"Audit of human-authored ML defect-prediction experiments, not AI-conducted research.",agree,exclude,EC1,0,
2601.18638,exclude,EC2,"Physics-informed uncertainty for surrogate-assisted inverse design; ML as instrument, no agentic research loop.",exclude,EC2,"Physics-informed uncertainty method for surrogate-based inverse design, a scientific tool model.",agree,exclude,EC2,0,
2601.19578,include,IC1,Hierarchical multi-agent deep research framework performing autonomous long-horizon research tasks.,exclude,EC1,General web deep-research agent framework evaluated on GAIA/BrowseComp/HLE.,needs_adjudication,,,0,
2601.19916,include,IC2,Benchmark and framework for automated peer review error detection.,include,IC2,Benchmark and framework for automated peer review via error detection in research papers.,agree,include,IC2,0,
2601.20613,exclude,EC1,"Benchmark for general-purpose AI agents on everyday user tasks, not research systems.",exclude,EC1,Instruction-following benchmark for general agents on everyday tasks.,agree,exclude,EC1,0,
2601.20676,exclude,EC1,Multimodal RAG planning agent for VQA; not aimed at performing research.,exclude,EC1,Multimodal planning agent for visual question answering.,agree,exclude,EC1,0,
2601.20843,include,IC1,Deep research agent architecture with sequential plan reflection generating research reports.,borderline,NA,Deep researcher architecture generating PhD-level research reports; literature synthesis but general deep-research framing.,needs_adjudication,,,0,
2601.20975,include,IC2,900-prompt benchmark evaluating deep research agents on multi-step information synthesis.,exclude,EC1,"Web information-seeking QA benchmark for search agents, not scientific research conduct.",needs_adjudication,,,0,
2601.20996,include,IC2,Benchmark environments for closed-loop autonomous materials discovery agent pipelines.,include,IC2,Benchmark environments for evaluating closed-loop autonomous materials discovery agents.,agree,include,IC2,0,
2601.21096,borderline,NA,"AlphaEvolve-style agentic discovery loop, but for compiler engineering heuristics rather than scientific research lifecycle.",borderline,NA,Closed-loop evolutionary agent discovering compiler heuristics; autonomous discovery loop but in a software engineering domain.,needs_adjudication,,,0,
2601.21654,include,IC2,Benchmark environment isolating the information-gathering stage of deep research over academic literature.,include,IC2,Evaluation environment benchmarking LLM information gathering over academic literature for deep research.,agree,include,IC2,0,
2601.21937,include,IC2,Controlled deep-research sandbox benchmark decoupling retrieval and reasoning over scientific documents.,include,IC2,Controlled benchmark isolating document-grounded scientific reasoning in deep-research settings.,agree,include,IC2,0,
2601.22060,borderline,NA,"Multimodal deep-research MLLM, but tasks are factual visual search QA closer to web-agent work than research.",exclude,EC1,Multimodal search agent for visual/textual web deep research QA.,needs_adjudication,,,0,
2601.22315,exclude,EC2,"Bayesian optimization algorithm applied to hypothesis evaluation; a method/instrument, not an agentic research system.",exclude,EC2,"Bayesian optimization algorithm with prediction oracles applied to hypothesis evaluation, a methodological tool.",agree,exclude,EC2,0,
2601.22444,exclude,EC1,"Automated forecasting question generation/resolution for evaluating AI forecasters, not a scientific research lifecycle system.",exclude,EC1,"Automated forecasting question generation/resolution for general AI evaluation, not AI-conducted science.",agree,exclude,EC1,0,
2601.22638,include,IC1,Multi-agent framework autonomously performing peer review with literature verification and technical auditing.,include,IC1,Multi-agent system that autonomously performs peer review of submissions.,agree,include,IC1,0,
2601.22984,borderline,NA,Hallucination-auditing benchmark for deep research agents; unclear whether generic web-research DRAs count as autonomous scientific research systems.,include,IC2,Taxonomy plus benchmark auditing hallucinations across full research trajectories of deep research agents.,needs_adjudication,,,0,
2601.23265,include,IC1,"Agentic multi-agent system autonomously generating publication-ready illustrations for the scientific writing stage, with iterative self-critique loop.",include,IC1,Agentic system that autonomously produces publication-ready figures as part of the AI-scientist paper-writing workflow.,agree,include,IC1,0,
2602.00733,include,IC1,"Dataset and trained model for automated peer review, a research-lifecycle stage performed by an AI system.",include,IC1,Trains an automated reviewer model to conduct peer review at scale.,agree,include,IC1,0,
2602.00953,include,IC1,"Multi-agent system autonomously performing hypothesis generation, novelty debate, and automated validation for biomarker discovery.",include,IC1,"Multi-agent system generating, critiquing, and automatically validating biomarker hypotheses on real data.",agree,include,IC1,0,
2602.01075,exclude,EC1,"Benchmark of LLM convexity recognition, a math reasoning capability test rather than an autonomous research system or its evaluation.",exclude,EC1,"Math reasoning benchmark on convexity recognition, not about AI conducting research.",agree,exclude,EC1,0,
2602.01331,exclude,EC1,"Generic multi-agent wide-search/retrieval execution framework, not aimed at performing scientific research.",exclude,EC1,"General wide-search multi-agent retrieval framework, an ordinary agent application.",agree,exclude,EC1,0,
2602.01566,borderline,NA,File-system-based deep research report-writing agent; uncertain whether generic deep-research report generation counts as a scientific research stage.,exclude,EC1,"File-system deep research agent for long-form report writing, a general search/report application.",needs_adjudication,,,0,
2602.01590,borderline,NA,Benchmark for deep research agents writing Wikipedia articles; unclear whether generic report-writing DRAs fall within autonomous scientific research scope.,borderline,NA,"Deep research agent benchmark, but target is Wikipedia article writing rather than scientific research.",needs_adjudication,,,0,
2602.01815,include,IC1,Multi-agent debate system with scientist personas autonomously performing molecular discovery ideation and critique.,include,IC1,Multi-agent debate framework with scientist personas automating molecular discovery.,agree,include,IC1,0,
2602.02139,include,IC1,Explicitly framed AI co-scientist performing autonomous evolutionary discovery of unlearning loss functions with an iterative search loop.,include,IC1,"Autonomous discovery loop that invents novel unlearning losses, framed as an AI co-scientist.",agree,include,IC1,0,
2602.02185,exclude,EC1,"VQA benchmark for multimodal search abilities of MLLMs, a generic web/visual search evaluation.",exclude,EC1,"Multimodal visual/textual search benchmark for VQA-style fact finding, not scientific research.",agree,exclude,EC1,0,
2602.02290,exclude,EC1,"Metric for evaluating AI-generated science communication stories, not an autonomous research system or its integrity.",exclude,EC1,"Metric for AI-generated science storytelling/communication, not AI conducting research.",agree,exclude,EC1,0,
2602.02369,exclude,EC1,"Generic self-evolving agent memory system evaluated on forecasting and search tasks, not aimed at performing research.",exclude,EC1,"Online agentic memory evolution for general task performance, not AI-conducted science.",agree,exclude,EC1,0,
2602.02486,exclude,EC1,"Trajectory compression for generic deep-search/browsing agents (BrowseComp), not a scientific research system.",exclude,EC1,"Trajectory compression method for general deep search agents, not machine-conducted science.",agree,exclude,EC1,0,
2602.02636,exclude,EC1,"Multi-agent wide-search retrieval architecture and benchmark for broad information seeking, not scientific research.",exclude,EC1,"Wide information-seeking multi-agent search benchmark and architecture, general retrieval application.",agree,exclude,EC1,0,
2602.02905,include,IC2,Benchmark evaluating agents on full-cycle scientific insight rediscovery from ideation to empirical conclusions.,include,IC2,Benchmark evaluating agents on full-cycle autonomous rediscovery of scientific insights.,agree,include,IC2,0,
2602.03468,exclude,EC1,"RL training for user-intent clarification in generic deep research assistants, not a scientific research lifecycle system.",exclude,EC1,"RL training for user-intent clarification in deep research report agents, general agent application.",agree,exclude,EC1,0,
2602.03664,exclude,EC1,"Generic multi-turn agent training method addressing imitation bias, not aimed at performing research.",exclude,EC1,General multi-turn agent training method addressing conversational inertia.,agree,exclude,EC1,0,
2602.03849,include,IC1,Multi-LLM human-AI hybrid pipeline for research question ideation within the AI Scientist paradigm.,include,IC1,Multi-LLM pipeline that gathers literature and proposes high-impact research questions within the AI Scientist paradigm.,agree,include,IC1,0,
2602.04496,exclude,EC1,"Generic confidence-aware agentic reasoning framework for QA benchmarks (HLE, GAIA), not a research-performing system.",exclude,EC1,"Agentic reasoning framework for expert QA benchmarks, not an autonomous research loop.",agree,exclude,EC1,0,
2602.04850,include,IC1,"Hierarchical multi-agent research collaborator autonomously planning, executing, and analyzing quantum chemistry experiments.",include,IC1,"Multi-agent research collaborator that plans, executes, and analyzes quantum chemistry experiments.",agree,include,IC1,0,
2602.05843,exclude,EC1,"Generic long-horizon agent/environment benchmark for inductive interaction, not aimed at scientific research systems.",exclude,EC1,"General long-horizon interactive agent benchmark, not AI-conducted research.",agree,exclude,EC1,0,
2602.05975,include,IC2,Benchmark (SAGE) specifically for scientific literature retrieval within deep research agent workflows.,include,IC2,Benchmark for scientific literature retrieval by deep research agents.,agree,include,IC2,0,
2602.06540,include,IC1,Agentic deep research system autonomously performing literature synthesis and research report writing with an iterative draft-deepen loop.,include,IC1,"Deep research agent that searches, synthesizes and writes research reports autonomously.",agree,include,IC1,0,
2602.06855,include,IC2,Benchmark suite (AIRS-Bench) explicitly evaluating AI research agents across the full research lifecycle.,include,IC2,Benchmark suite for AI research agents across the full research lifecycle.,agree,include,IC2,0,
2602.06923,exclude,EC2,Studies inductive biases in transformer world models as instruments; no agentic research loop is the subject.,borderline,NA,Studies whether transformers recover physical laws; discovery-relevant but not an autonomous research agent.,needs_adjudication,,,0,
2602.07040,include,IC1,Autonomous scientific discovery agent iteratively improving programs to reach novel results across scientific domains.,include,IC1,Autonomous discovery agent that iteratively improves programs and attains new results across scientific domains.,agree,include,IC1,0,
2602.07359,borderline,NA,"Efficiency method for deep research agents, but evaluated on general web-browsing QA (BrowseComp) rather than scientific research.",borderline,NA,Parallel tool-calling method for deep research web agents; mostly information-seeking efficiency.,needs_adjudication,,,0,
2602.07491,include,IC1,Multi-agent knowledge-graph framework autonomously performing hypothesis generation and materials design ideation.,include,IC1,Multi-agent knowledge-graph system generating materials design hypotheses and candidates.,agree,include,IC1,0,
2602.07652,exclude,EC1,Generic agent-architecture security evaluation (trust-boundary attacks) not about performing scientific research.,exclude,EC1,"Security evaluation of general LLM agent architectures, not science-conducting AI.",agree,exclude,EC1,0,
2602.07943,include,IC1,"Multi-agent co-scientist system that proposes, critiques, and refines instrumental variables — agentic research ideation/analysis.",include,IC1,"Multi-agent system proposing, critiquing and refining instrumental variables for causal discovery.",agree,include,IC1,0,
2602.07983,include,IC1,Agentic framework (EXPERIGEN) for end-to-end hypothesis generation and experimental validation in social science.,include,IC1,Agentic framework doing end-to-end hypothesis generation and experimental validation in social science.,agree,include,IC1,0,
2602.08990,include,IC1,Unified agentic system for long-horizon end-to-end autonomous scientific discovery including wet-lab experiments.,include,IC1,Unified agentic system for long-horizon autonomous scientific discovery including wet-lab experiments.,agree,include,IC1,0,
2602.09132,include,IC1,Autonomous agentic framework performing the data-preparation stage of closed-loop scientific discovery workflows.,include,IC1,Autonomous agentic framework for scientific data preparation within closed-loop discovery.,agree,include,IC1,0,
2602.09430,include,IC1,Agentic LLM+VLA system for autonomous long-horizon experiment execution in robotic scientific laboratories.,include,IC1,Agentic plugin enabling robotic labs to execute long-horizon scientific experiments.,agree,include,IC1,0,
2602.09723,include,IC3,Case study of an AI system performing collaborative scientific assessment/literature synthesis with expert oversight.,include,IC3,Case-study evaluation of an AI co-scientist environment for expert scientific assessment.,agree,include,IC3,0,
2602.10177,include,IC1,"Math research agent (Aletheia) that iteratively generates, verifies, and revises proofs, producing autonomous research papers.",include,IC1,"Math research agent that generates, verifies and revises proofs, producing research papers.",agree,include,IC1,0,
2602.10226,borderline,NA,"Autonomous LLM-agent ML-engineering loop discovering model improvements, but aimed at production recommender optimization rather than research.",borderline,NA,LLM agents autonomously hypothesize and test recsys model changes; industrial ML engineering rather than science.,needs_adjudication,,,0,
2602.11238,include,IC2,First discipline-aware benchmark for automatic survey (literature synthesis) generation systems.,include,IC2,Discipline-aware benchmark for automatic survey generation systems and deep research agents.,agree,include,IC2,0,
2602.11685,borderline,NA,"Benchmark for deep research agents, but built from general-purpose consumer research queries rather than scientific research tasks.",include,IC2,"Cross-domain benchmark grading deep research outputs on accuracy, completeness and citations.",needs_adjudication,,,0,
2602.12056,exclude,EC1,"Legal-domain research/QA agent for judicial reasoning, not a scientific research system.",exclude,EC1,"Domain agent for legal research and reasoning, not scientific research automation.",agree,exclude,EC1,0,
2602.12108,exclude,EC1,"Generic stateful LLM context/memory management method, not aimed at performing scientific research.",exclude,EC1,General stateful context-management foundation model capability.,agree,exclude,EC1,0,
2602.12852,exclude,EC1,"Web agent trajectory-pruning efficiency method for information seeking, not a scientific research system.",borderline,NA,Trajectory pruning to make web search agents more efficient; general web agent optimization.,needs_adjudication,,,0,
2602.13769,include,IC1,"Multi-agent research framework with agentic hypothesis generation, experimentation, and reflection loop for automated algorithm discovery.",include,IC1,"Multi-agent research system that ideates, runs experiments, and reflects for automated algorithm discovery.",agree,include,IC1,0,
2602.13855,include,IC3,Position paper on claim-level auditability and provenance standards for deep research agents (auditability of AI-conducted research).,include,IC3,Position/measurement framework for claim-level auditability of deep research agents.,agree,include,IC3,0,
2602.14135,exclude,EC1,"Broad AI safety evaluation benchmark; AI4Science safety is one dimension but the subject is general model safety, not autonomous research systems.",exclude,EC1,"Broad AI safety benchmark across many risk dimensions, not specific to AI doing science.",agree,exclude,EC1,0,
2602.14189,exclude,EC1,"Abstention-aware claim verification with NLI, a non-agentic LLM evaluation method rather than an autonomous research system or benchmark for one.",borderline,NA,Abstention-aware scientific claim verification evaluation; about LLM scientific reasoning rather than AI-conducted research.,needs_adjudication,,,0,
2602.14295,exclude,EC1,"Generic design pattern for calling ML models as tools in LLM agent workflows (sales proposal generation), not scientific research.",exclude,EC1,"Business agent workflow calling an ML pricing model for sales proposals, not scientific research.",agree,exclude,EC1,0,
2602.15019,exclude,EC1,"Wide-search agent and benchmark for drug asset scouting in investing and business development, not the scientific research lifecycle.",exclude,EC1,"Deep search agent and benchmark for drug asset scouting in investing/BD, a commercial intelligence application.",agree,exclude,EC1,0,
2602.15039,include,IC1,Autonomous agent performing experiment design and simulation-driven exploration in particle physics with agentic loop.,include,IC1,Autonomous agent that designs particle physics experiments and runs simulations in a loop.,agree,include,IC1,0,
2602.15061,include,IC3,Framework paper on safety boundaries and control/governance of AI-driven self-driving laboratories (autonomous research systems).,include,IC3,"Safety/control framework governing AI-driven self-driving laboratories that autonomously hypothesize, experiment, and analyze.",agree,include,IC3,0,
2602.15730,exclude,EC2,"Statistical methodology for causal estimation with text treatments; LLMs/SAEs used as instruments, no agentic research loop as subject.",exclude,EC2,"Causal estimation methodology for text-as-treatment, a statistical tool pipeline not an autonomous research agent.",agree,exclude,EC2,0,
2602.17017,exclude,EC1,"CRM sales-analytics agent and benchmark; 'research' here is business intelligence, not science.",exclude,EC1,"Enterprise CRM sales insight agent and its business benchmark, not scientific research.",agree,exclude,EC1,0,
2602.17037,exclude,EC1,"Recovery system for coding-agent misbehaviors in software engineering, not research-performing agents.",exclude,EC1,Recovery system for coding agent misbehaviors in software engineering.,agree,exclude,EC1,0,
2602.18446,include,IC2,Benchmark and judge for evaluating logical quality of deep research reports.,include,IC2,Benchmark and judge for evaluating logical quality of machine-generated research reports.,agree,include,IC2,0,
2602.18453,include,IC1,Agentic LLM system that autonomously replicates statistical analyses (interpret-code-execute-analyze loop) for research verification/integrity.,include,IC1,"LLM system that autonomously reinterprets, codes, executes and audits replications of social science analyses.",agree,include,IC1,0,
2602.18640,exclude,EC1,"Agentic framework for optimizing production ranking/recommender systems, not scientific research.",exclude,EC1,Agentic framework for industrial ranking/recommendation system optimization.,agree,exclude,EC1,0,
2602.18920,include,IC1,Training framework for research agents that autonomously generate and iteratively refine novel research ideas (ideation stage).,include,IC1,Training framework giving LLM research agents autonomous novel research idea generation.,agree,include,IC1,0,
2602.18940,include,IC2,Evaluation methodology (agentic metrics framework) specifically for deep research agents producing research reports.,include,IC2,Agentic evaluation framework and metrics for deep research agent reports.,agree,include,IC2,0,
2602.19526,borderline,NA,"RL training study of 'deep research' search agents, but tasks are knowledge-intensive QA rather than clearly a research-lifecycle stage.",borderline,NA,RL training study for deep research/search agents on knowledge-intensive QA rather than scientific research conduct.,needs_adjudication,,,0,
2602.19810,include,IC3,Design-science and taxonomy paper presenting platforms and governance architectures for autonomous scientific research by agent collectives.,include,IC1,"Presents platforms (ClawdLab, Beach.Science) for autonomous multi-agent scientific research with governance and verification.",agree,include,IC3,0,
2602.21143,borderline,NA,"Benchmark for deep information synthesis agents; tasks are general-domain data synthesis, uncertain whether it targets scientific research systems.",borderline,NA,Benchmark for agentic information synthesis and insight generation; research-adjacent but not explicitly AI-conducted science.,needs_adjudication,,,0,
2602.21201,include,IC1,Mathematics research agent autonomously solving open research-level proof problems in the FirstProof challenge.,include,IC1,Autonomous mathematics research agent solving open proof problems.,agree,include,IC1,0,
2602.21230,include,IC2,Evaluation methodology (TRACE) and benchmark for assessing deep research agents' full trajectories.,include,IC2,Trajectory-aware evaluation framework and benchmark for deep research agents.,agree,include,IC2,0,
2602.21351,include,IC1,Hierarchical multi-agent system autonomously performing data discovery and multi-step scientific analysis in geoscience archives.,include,IC1,Hierarchical multi-agent system autonomously discovering and analyzing geoscientific datasets with self-correcting code execution.,agree,include,IC1,0,
2602.21456,exclude,EC1,"Study of text ranking/retrieval components used inside deep research pipelines; an IR methods paper, not about a research system itself.",exclude,EC1,"Study of text retrieval/ranking components inside deep research search pipelines, an IR contribution.",agree,exclude,EC1,0,
2602.22215,include,IC1,Scientific idea-generation system (ideation stage) combining knowledge graphs and RAG with an LLM loop.,include,IC1,System for LLM-based scientific idea generation with graph-RAG inspiration retrieval and evaluation.,agree,include,IC1,0,
2602.22442,borderline,NA,Decision-level evaluation/audit agent for agentic AutoML systems; auditing autonomous ML pipelines is adjacent but not clearly scientific research.,include,IC3,Audit/evaluation framework for decision quality of agentic AutoML experimentation systems.,needs_adjudication,,,0,
2602.22603,exclude,EC1,"KV cache compression infrastructure for long-context agentic LLMs, not a research-performing system.",exclude,EC1,KV cache compression infrastructure for long-horizon agents.,agree,exclude,EC1,0,
2602.22675,exclude,EC1,"Efficiency-focused training framework for long-horizon agentic search on web QA benchmarks, not a research-performing system.",exclude,EC1,Efficiency-focused agentic web search training method for QA benchmarks.,agree,exclude,EC1,0,
2602.22808,exclude,EC1,"General deep-research/web-search agent framework evaluated on GAIA/BrowseComp-style QA, not scientific research lifecycle.",exclude,EC1,"General deep-research/web QA agent framework benchmarked on GAIA/BrowseComp, not scientific discovery.",agree,exclude,EC1,0,
2602.22842,include,IC3,"Case study of AI-assisted mathematical research documenting workflows, capabilities, and failure modes of AI in research.",include,IC3,"Case study and position on AI assistants contributing to mathematical research, documenting capabilities and failure modes.",agree,include,IC3,0,
2602.22953,exclude,EC1,"Benchmark harness for general-purpose agents (software engineering, customer service, assistance), not autonomous scientific research systems.",exclude,EC1,"General-purpose agent evaluation harness across SWE/customer service/web tasks, not AI-conducted science.",agree,exclude,EC1,0,
2602.23271,include,IC2,Evaluation framework quantifying and mitigating output stochasticity specifically in deep research agents.,include,IC2,Evaluation framework quantifying stochasticity and reproducibility of deep research agents.,agree,include,IC2,0,
2602.23335,include,IC2,Large-scale interaction dataset from deployed AI scientific research tools released to support realistic evaluation of AI research assistants.,include,IC3,"Large-scale usage study of deployed AI scientific research assistants, informing their evaluation and design.",agree,include,IC2,0,
2602.23716,exclude,EC1,"E-commerce shopping/product-research agent training, not scientific research.",exclude,EC1,"E-commerce shopping research agent, an ordinary agent application.",agree,exclude,EC1,0,
2603.00077,borderline,NA,"Generic rubric-based LLM evaluation framework, but validated on research-agent evaluation (ResearcherBench, peer review agent), so relevance is uncertain.",borderline,NA,General rubric-based LLM evaluation framework; only incidentally applied to a peer-review agent and deep research eval.,needs_adjudication,,,0,
2603.00084,borderline,NA,"Infrastructure/data interface for research agents with a built-in deep-research agent, but primary contribution is tooling rather than an autonomous research system.",borderline,NA,Literature data interface/SDK for research agents rather than an autonomous research system or evaluation of one.,needs_adjudication,,,0,
2603.00582,borderline,NA,"Benchmark for autonomous complex-research tasks with auditing protocol, but targets general-domain web research rather than scientific research.",exclude,EC1,"Complex web-research QA task and benchmark, general information seeking rather than conducting science.",needs_adjudication,,,0,
2603.00612,include,IC1,AI co-scientist system autonomously generating and ranking biomarker-guided drug combination hypotheses via agent-based reasoning (ideation stage).,include,IC1,"AI co-scientist system generating, validating, and ranking drug-combination hypotheses from literature and databases.",agree,include,IC1,0,
2603.00623,exclude,EC1,"Multi-agent trace-diagnosis tool for generic agentic systems (coding, function calling), not a research-performing system.",exclude,EC1,"Multi-agent framework for diagnosing agent execution traces, an engineering/debugging application.",agree,exclude,EC1,0,
2603.00856,exclude,EC1,"Generic operational-contract/governance framework for LLM systems engineering, not autonomous research systems.",exclude,EC1,Governance/contract framework for general LLM system engineering.,agree,exclude,EC1,0,
2603.01050,exclude,EC1,"Multimodal search/QA agent for general deep-research web tasks, not scientific research.",exclude,EC1,"Multimodal agentic web search baseline, not scientific research conduct.",agree,exclude,EC1,0,
2603.01152,exclude,EC1,"Deep-research benchmark built from multi-hop web QA datasets; general information retrieval, not scientific research.",exclude,EC1,Dataset and RL training framework for web deep-research QA agents.,agree,exclude,EC1,0,
2603.02873,exclude,EC3,"About document formats and editors for LLM-assisted scientific writing, no autonomous research system as subject.",exclude,EC3,Document editor/format for LLM-assisted scientific writing.,agree,exclude,EC3,0,
2603.03097,exclude,EC1,"Knowledge-graph pattern discovery engine for healthcare/insurance analytics, not scientific research automation.",exclude,EC1,"Knowledge-graph pattern discovery engine deployed for healthcare/insurance analytics, not a scientific research loop.",agree,exclude,EC1,0,
2603.03126,exclude,EC1,"Scholarly data infrastructure resource; mention of LLM research agents is incidental, no agentic system or agent-specific evaluation.",exclude,EC2,Scholarly data infrastructure resource; a tool corpus rather than a system or evaluation of AI doing science.,agree,exclude,EC1,0,
2603.03379,exclude,EC1,"LLM memory retrieval infrastructure for long tasks generally, not a research-performing system.",exclude,EC1,"LLM long-term memory retrieval method, a general agent component.",agree,exclude,EC1,0,
2603.03655,include,IC1,Governed autonomous LLM agent architecture executing drug discovery research pipelines end-to-end as a co-scientist.,include,IC1,Governed LLM agent architecture executing drug-discovery pipelines as an autonomous co-scientist.,agree,include,IC1,0,
2603.03881,exclude,EC1,"LLM web-auditing agent for dark patterns on websites; a web agent application, not an autonomous scientific research system.",exclude,EC1,"LLM web-auditing agent for dark patterns, a compliance application.",agree,exclude,EC1,0,
2603.04384,exclude,EC1,"Retrieval/embedding model improvement for deep-research web agents, generic search infrastructure.",exclude,EC1,Retrieval/embedding model component for web deep-research agents.,agree,exclude,EC1,0,
2603.04751,exclude,EC1,"Simulation benchmark for general web search agents, not systems performing scientific research.",exclude,EC1,"Benchmark for web search agents, general information-seeking not scientific research.",agree,exclude,EC1,0,
2603.05764,exclude,EC1,"Benchmark for coding agents on Kaggle-style tabular ML tasks; ML engineering, not scientific research lifecycle.",include,IC2,Benchmark measuring autonomous data-science agents running end-to-end ML experiments and analyses.,needs_adjudication,,,0,
2603.05912,include,IC2,Co-evolving benchmark and verification agent for claim-level factuality of deep research reports.,include,IC2,Benchmark and evaluation framework for factuality of agent-produced deep research reports.,agree,include,IC2,0,
2603.05972,include,IC1,"AI Scientist Agent framework where agents iteratively evaluate and refine topic analysis, autonomously performing the analysis stage of social-science research.",include,IC1,"AI Scientist Agent framework where agents iteratively analyze, evaluate and refine social-science findings.",agree,include,IC1,0,
2603.06002,exclude,EC2,Vision architecture for remote sensing classification; an AI-for-science model with no agentic research loop.,exclude,EC2,"Remote sensing classification architecture, a scientific tool model, not machines doing science.",agree,exclude,EC2,0,
2603.06677,exclude,EC1,"Chart understanding/analysis training and benchmark for LVLMs, not an autonomous scientific research system.",exclude,EC1,Chart understanding/analysis training and benchmark for LVLMs.,agree,exclude,EC1,0,
2603.06739,include,IC2,"Benchmark specifically for agents synthesizing execution environments for research code, targeting autonomous research reproducibility.",include,IC2,Benchmark evaluating agents on environment synthesis for autonomous research code execution.,agree,include,IC2,0,
2603.06942,include,IC2,Meta-evaluation methodology for benchmarks assessing deep-research report-generating systems in the scientific domain.,include,IC2,Meta-evaluation study of evaluation methods for scientific deep-research report systems.,agree,include,IC2,0,
2603.07241,exclude,EC1,"Retrieval-alignment plumbing for generic web deep-search agents, not aimed at performing scientific research.",exclude,EC1,"Web search agent retrieval alignment method, general information-seeking application.",agree,exclude,EC1,0,
2603.07416,exclude,EC1,"Latency/speculation optimization for generic information-seeking agents, not a research-performing system.",exclude,EC1,"Latency/speculation optimization for deep research agents, an efficiency engineering contribution.",agree,exclude,EC1,0,
2603.07444,include,IC1,"Multi-agent pipeline autonomously performing hypothesis generation, econometric analysis, drafting, and review for empirical economics research.",include,IC1,"Multi-agent pipeline that generates hypotheses, runs econometric analysis, drafts and reviews manuscripts.",agree,include,IC1,0,
2603.07853,exclude,EC1,"Training method for web information-seeking QA agents; generic tool-use exploration, not scientific research.",exclude,EC1,"Training method for web search/tool-use research agents on multi-hop QA, not scientific discovery.",agree,exclude,EC1,0,
2603.07915,exclude,EC1,"Generic reasoning-effort routing for LLM agents (tool use, web, browsing), not a research-performing system.",exclude,EC1,"Reasoning-effort routing for generic LLM agents (tool use, web, browsing).",agree,exclude,EC1,0,
2603.08117,exclude,EC1,"Web information-seeking agent and QA benchmark for unindexed content, not scientific research performance.",exclude,EC1,"Unindexed information-seeking agent and QA benchmark, general web agent domain.",agree,exclude,EC1,0,
2603.08127,include,IC1,Evolving multi-agent AI scientist performing end-to-end ideation and experiment execution with persistent memory.,include,IC1,Evolving multi-agent AI scientist doing end-to-end ideation and experimentation.,agree,include,IC1,0,
2603.08262,exclude,EC1,Benchmark for financial tool-use agents; domain agentic work unrelated to performing scientific research.,exclude,EC1,"Financial tool-use agent benchmark, an ordinary domain agent application.",agree,exclude,EC1,0,
2603.08420,borderline,NA,"Set in self-driving labs but the subject is robot perception/human-intention prediction, not the autonomous research loop itself.",borderline,NA,Human-intention-aware robot navigation inside self-driving labs; lab infrastructure rather than the science loop itself.,needs_adjudication,,,0,
2603.08727,exclude,EC1,"KV cache memory management for long-context LLM inference; generic infrastructure, not a research system.",exclude,EC1,KV cache memory management for LLM inference efficiency.,agree,exclude,EC1,0,
2603.09800,exclude,EC1,RAG QA assistant for internal documentation retrieval; no autonomous research loop as the paper's subject.,exclude,EC1,"RAG assistant for retrieving physics collaboration documentation, a retrieval tool for humans.",agree,exclude,EC1,0,
2603.10808,exclude,EC1,General paradigm for building domain-expert agents via conversation; not aimed at autonomous scientific research.,exclude,EC1,"General paradigm for building domain-expert agents, exemplified by a financial analysis agent.",agree,exclude,EC1,0,
2603.11375,exclude,EC1,Topic-model analysis of AI agents' social-network posts about science; no autonomous research system as subject.,borderline,NA,"Topic study of AI agents' science-related social media discourse; about agents talking, not conducting research.",needs_adjudication,,,0,
2603.11987,include,IC2,Benchmark evaluating safety reasoning of MLLM agents operating as self-driving lab experimenters.,include,IC2,Benchmark evaluating MLLM agents' safety reasoning and planning for self-driving laboratory operation.,agree,include,IC2,0,
2603.12226,include,IC1,LLM framework autonomously performing interdisciplinary research ideation via iterative goal decomposition and cross-domain retrieval.,include,IC1,LLM framework that autonomously ideates interdisciplinary research directions from an abstract goal.,agree,include,IC1,0,
