arxiv_id,title,area,domain,cohort,first_submitted,claim_strength,autonomy,paper_type,repo_urls,archetype,lineage,institution,n_files,extensions
2606.11926,Toward Generalist Autonomous Research via Hypothesis-Tree Refinement,A3_end_to_end,GENERAL_ML,2026-H1,2026-06-10,CAPABILITY,L3_CLOSED_LOOP,SYSTEM,github.com/RUC-NLPIR/Arbor | github.com/anthropics/claude-code | github.com/openai/codex,FULL_PIPELINE,,,5747,.bazel;.bpf;.build;.bzl;.c;.cfg;.cjs;.codexpolicy;.css;.el;.h;.html
2606.15497,Towards End-to-End Automation of AI Research,A3_end_to_end,GENERAL_ML,2026-H1,2026-03-31,CAPABILITY,L4_FULL,SYSTEM,github.com/SakanaAI/AI-Scientist | github.com/SakanaAI/AI-Scientist-v2 | github.com/Sea-Snell/grokking | github.com/danielmamay/grokking | github.com/karpathy/nanoGPT | github.com/kohpangwei/group_DRO,FULL_PIPELINE,,,2326,.aux;.bbl;.bib;.blg;.bst;.csv;.gif;.ipynb;.jpeg;.json;.md;.npz
2606.16133,InvDesMobility: a reliability-gated first-principles feedback framework for closed-loop materials discovery,A3_end_to_end,MATERIALS,2026-H1,2026-06-15,METHOD,L3_CLOSED_LOOP,SYSTEM,github.com/DreamLufei/2d-mobility | github.com/DreamLufei/invDesMobility,FULL_PIPELINE,,,485,.cif;.css;.csv;.env;.gif;.html;.ipynb;.jpg;.js;.json;.md;.pdf
2606.17076,"CMIP-Forge: An Agentic System that Retrieves, Computes, and Self-Reviews Climate Science",A3_end_to_end,OTHER,2026-H1,2026-06-10,CAPABILITY,L3_CLOSED_LOOP,SYSTEM,github.com/CliDyn/cmip6_gpt | github.com/qdrant/fa,FULL_PIPELINE,,,78,.css;.html;.js;.json;.jsonl;.jsx;.md;.py;.tsv;.txt;.yaml
2606.22610,PaperClaw: Harnessing Agents for Autonomous Research and Human-in-the-Loop Refinement,A3_end_to_end,GENERAL_ML,2026-H1,2026-06-21,CAPABILITY,L4_FULL,SYSTEM,github.com/SequenxAI/PaperClaw,FULL_PIPELINE,,,219,.bib;.css;.gif;.html;.json;.md;.pdf;.png;.py;.sh;.sty;.svg
2606.24965,Project Auto-World: Towards Automated Benchmarking of Neural Relational Reasoners,A3_end_to_end,GENERAL_ML,2026-H1,2026-06-23,METHOD,L3_CLOSED_LOOP,SYSTEM,github.com/autoworldrules/auto-world-rules | github.com/karpathy/autoresearch | huggingface.co/Qwen/Qwen3-Coder-Next | huggingface.co/deepseek-ai/deepseek-coder-33b-instruct | huggingface.co/openai/gpt-oss-120b,FULL_PIPELINE,,,94,.csv;.json;.lock;.md;.pkl;.pth;.py;.sh;.toml;.txt
2606.25039,LLM-ACES: Closed-Loop Discovery of Dynamical Systems with LLM-Guided Adaptive Search,A3_end_to_end,PHYSICS,2026-H1,2026-06-23,CAPABILITY,L3_CLOSED_LOOP,SYSTEM,github.com/HKUST-KnowComp/NewtonBench | github.com/gryaklab/mdbench | github.com/jiangnanhugo/APPS-ODE | github.com/scientific-discovery/LLM-ACES | github.com/sdascoli/odeformer,FULL_PIPELINE,,,1055,.cfg;.csv;.dat;.gif;.ico;.in;.ipynb;.jpg;.json;.md;.o;.out
2606.26294,The Red Queen Gödel Machine: Co-Evolving Agents and Their Evaluators,A3_end_to_end,MULTI,2026-H1,2026-06-24,METHOD,L3_CLOSED_LOOP,SYSTEM,huggingface.co/datasets/TuringEnterprises,DEAD,,,0,
2606.29717,Optimizing Expert-Designed Crystal Graph Networks for Band-Gap Prediction with an Autonomous LLM Research Loop,A3_end_to_end,MATERIALS,2026-H1,2026-06-29,CAPABILITY,L3_CLOSED_LOOP,CASE_STUDY,github.com/karpathy/autoresearch,CODE_ONLY,,,10,.ipynb;.lock;.md;.png;.py;.toml
2606.31478,One Reflection Is Not Enough: Self-Correcting Autonomous Research via Multi-Hypothesis Failure Attribution,A3_end_to_end,GENERAL_ML,2026-H1,2026-06-30,CAPABILITY,L3_CLOSED_LOOP,SYSTEM,github.com/JieMaMagic/SAGE.git,FULL_PIPELINE,,,476,.biology;.bst;.chemistry;.economics;.generic;.json;.math;.md;.ngc;.physics;.png;.py
2606.31651,FARS: A Fully Automated Research System Deployed at Scale,A3_end_to_end,GENERAL_ML,2026-H1,2026-06-30,CAPABILITY,L4_FULL,SYSTEM,gitlab.com/fars-a | huggingface.co/datasets/analemma-ai/fars-a-reviews,DEAD,,,0,
2607.01366,Auto-FL-Research: Agentic Search for Federated Learning Algorithms,A3_end_to_end,GENERAL_ML,2026-H2,2026-07-01,CAPABILITY,L3_CLOSED_LOOP,SYSTEM,github.com/NVIDIA/NVFlare | github.com/karpathy/autoresearch,FULL_PIPELINE,,,5141,.astro;.bin;.cc;.cff;.cfg;.cjs;.cmake;.conf;.css;.csv;.data;.diff
2607.12301,XScientist: A Git-Like Research Protocol for Long-Running Autonomous Scientific Discovery,A3_end_to_end,GENERAL_ML,2026-H2,2026-07-14,METHOD,L3_CLOSED_LOOP,SYSTEM,github.com/ResearAI/DeepReviewer-v2 | github.com/karpathy/autoresearch | github.com/smileformylove/XScientist | github.com/wanshuiyin/Anti-Autoresearch,FULL_PIPELINE,,,55,.example;.jpg;.json;.md;.pdf;.png;.py;.sh;.toml;.ttf;.woff2;.woff3
2607.14178,ReasFlow: Assisting Reasoning-Centric Scientific Discovery in Applied Mathematics via a Knowledge-Based Multi-Agent System,A3_end_to_end,MATH_FORMAL,2026-H2,2026-07-15,CAPABILITY,L3_CLOSED_LOOP,SYSTEM,github.com/ReasLab/ReasFlow.git | github.com/reaslab/ReasFlow.git,DEAD,,,0,
2607.21461,AREX: Towards a Recursively Self-Improving Agent for Deep Research,A3_end_to_end,GENERAL_ML,2026-H2,2026-07-23,CAPABILITY,L3_CLOSED_LOOP,SYSTEM,huggingface.co/collections/BAAI,DEAD,,,0,
2402.12391,Toward a Team of AI-made Scientists for Scientific Discovery from Gene Expression Data,A4_physical_life_sciences,BIOMED,2024-H1,2024-02-15,CAPABILITY,L1_STAGE,SYSTEM,github.com/Liu-Hy/GenoMAS,FULL_PIPELINE,,,60,.example;.ipynb;.json;.md;.png;.py;.sh;.txt
2404.12899,Bayesian Co-navigation: Dynamic Designing of the Materials Digital Twins via Active Learning,A4_physical_life_sciences,MATERIALS,2024-H1,2024-04-19,METHOD,NA,FRAMEWORK,github.com/Slautin/2024_Co-navigation | github.com/ramav87/FerroSim | github.com/ziatdinovmax/gpax,CODE_ONLY,,,112,.bat;.gif;.ipynb;.jpg;.md;.png;.py;.rst;.sh;.toml;.txt;.yml
2405.06724,Boolean matrix logic programming for active learning of gene functions in genome-scale metabolic network models,A4_physical_life_sciences,BIOMED,2024-H1,2024-05-10,CAPABILITY,L1_STAGE,SYSTEM,github.com/lun-ai/BMLP_active,CODE_ONLY,,,132,.csv;.ipynb;.json;.md;.pl;.png;.py;.sh;.txt
2407.00466,BioKGBench: A Knowledge Graph Checking Benchmark of AI Agent for Biomedical Science,A4_physical_life_sciences,BIOMED,2024-H1,2024-06-29,METHOD,NA,BENCHMARK,github.com/langchain-ai/langgraph | github.com/westlake-autolab/BioKGBench,FULL_PIPELINE,,,668,.ambr;.cjs;.example;.ipynb;.js;.json;.lock;.md;.mts;.png;.py;.svg
2407.08940,Large Language Models as Biomedical Hypothesis Generators: A Comprehensive Evaluation,A4_physical_life_sciences,BIOMED,2024-H2,2024-07-12,CAPABILITY,NA,BENCHMARK,github.com/TsinghuaC3I/LLM4BioHypoGen | github.com/nomic-ai/nomic,FULL_PIPELINE,,,90,.cfg;.css;.ico;.in;.ipynb;.json;.md;.pdf;.png;.py;.toml;.typed
2407.10362,LAB-Bench: Measuring Capabilities of Language Models for Biology Research,A4_physical_life_sciences,BIOMED,2024-H2,2024-07-14,METHOD,NA,BENCHMARK,huggingface.co/datasets/futurehouse/lab-bench,DEAD,,,0,
2410.06384,Validation of the Scientific Literature via Chemputation Augmented by Large Language Models,A4_physical_life_sciences,CHEMISTRY,2024-H2,2024-10-08,CAPABILITY,L2_PIPELINE,SYSTEM,github.com/croningp/acra | gitlab.com/croningroup/chemputer/xdl,FULL_PIPELINE,,,1127,.csv;.ipynb;.json;.md;.pdf;.pkl;.png;.py;.toml;.txt;.xdl;.xlsx
2411.14456,Can Artificial Intelligence Generate Quality Research Topics Reflecting Patient Concerns?,A4_physical_life_sciences,BIOMED,2024-H2,2024-11-15,CAPABILITY,L1_STAGE,SYSTEM,huggingface.co/sentence-transformers/all-MiniLM-L6-v2,DEAD,,,0,
2503.13399,MicroVQA: A Multimodal Reasoning Benchmark for Microscopy-Based Scientific Research,A4_physical_life_sciences,BIOMED,2025-H1,2025-03-17,METHOD,NA,BENCHMARK,github.com/jmhb0/microvqa | huggingface.co/datasets/jmhb/microvqa,FULL_PIPELINE,,,110,.css;.csv;.html;.js;.jsonl;.md;.png;.py;.txt;.yaml;.zip
2504.18736,EvidenceBench: A Benchmark for Extracting Evidence from Biomedical Papers,A4_physical_life_sciences,BIOMED,2025-H1,2025-04-25,METHOD,NA,BENCHMARK,github.com/EvidenceBench/EvidenceBench,CODE_ONLY,,,53,.csv;.json;.md;.py;.sh
2505.04638,Advancing AI Research Assistants with Expert-Involved Learning,A4_physical_life_sciences,BIOMED,2025-H1,2025-05-03,METHOD,NA,BENCHMARK,github.com/HelloWorldLTY/ARIEL | huggingface.co/datasets/iLOVE2D/ARIEL_DATA,DEMO_APP,,,37,.json;.md;.py;.pyc;.xlsx;.yml
2505.08341,Benchmarking AI scientists for omics data driven biological discovery,A4_physical_life_sciences,BIOMED,2025-H1,2025-05-13,METHOD,NA,BENCHMARK,github.com/EperLuo/BAISBench | huggingface.co/datasets/EperLuo/BaisBench,FULL_PIPELINE,,,866,.4-linux-kernel-3-x86_64;.bak;.bat;.bed;.bim;.c;.cf;.config;.css;.csv;.ds_store;.example
2505.14599,Toward Reliable Scientific Hypothesis Generation: Evaluating Truthfulness and Hallucination in Large Language Models,A4_physical_life_sciences,BIOMED,2025-H1,2025-05-20,METHOD,NA,BENCHMARK,github.com/Teddy-XiongGZ/TruthHypo,CODE_ONLY,,,12,.md;.py;.tsv
2505.14963,MedBrowseComp: Benchmarking Medical Deep Research and Computer Use,A4_physical_life_sciences,BIOMED,2025-H1,2025-05-20,METHOD,NA,BENCHMARK,github.com/shan23chen/MedBrowseComp | huggingface.co/datasets/AIM-Harvard/MedBrowseComp | huggingface.co/datasets/AIM-Harvard/MedBrowseComp_Meta,FULL_PIPELINE,,,170,.csv;.desktop;.example;.html;.ipynb;.json;.md;.png;.py;.sh;.toml;.txt
2505.16100,BioDSA-1K: Benchmarking Data Science Agents for Biomedical Research,A4_physical_life_sciences,BIOMED,2025-H1,2025-05-22,METHOD,NA,BENCHMARK,github.com/cbioportal/cbioportal,FULL_PIPELINE,,,2290,.ai;.as;.bk;.css;.disabled;.eot;.example;.gif;.gmt;.graffle;.gz;.html
2505.20538,AstroVisBench: A Code Benchmark for Scientific Computing and Visualization in Astronomy,A4_physical_life_sciences,PHYSICS,2025-H1,2025-05-26,METHOD,NA,BENCHMARK,github.com/astro-datalab/notebooks-latest | github.com/spacetelescope/jdat_notebooks,FULL_PIPELINE,,,223,.cff;.cfg;.css;.dat;.ecsv;.ipynb;.json;.md;.old;.pdf;.png;.py
2507.02083,Measuring Scientific Capabilities of Language Models with a Systems Biology Dry Lab,A4_physical_life_sciences,BIOMED,2025-H2,2025-07-02,METHOD,NA,BENCHMARK,github.com/h4duan/SciGym | huggingface.co/datasets/h4duan/scigym-eval | huggingface.co/datasets/h4duan/scigym-sbml,CODE_ONLY,,,53,.env;.md;.py;.toml;.yaml;.yml
2508.05366,Can Language Models Critique Themselves? Investigating Self-Feedback for Retrieval Augmented Generation at BioASQ 2025,A4_physical_life_sciences,BIOMED,2025-H2,2025-08-07,CAPABILITY,L1_STAGE,CASE_STUDY,github.com/SamyAteia/bioasq2025,CODE_ONLY,,,133,.csv;.ipynb;.json;.jsonl;.md;.txt
2508.14880,MedResearcher-R1: Expert-Level Medical Deep Researcher via A Knowledge-Informed Trajectory Synthesis Framework,A4_physical_life_sciences,BIOMED,2025-H2,2025-08-20,CAPABILITY,L1_STAGE,SYSTEM,github.com/shibing624/MedicalGPT | huggingface.co/Qwen/Qwen2-72B,FULL_PIPELINE,,,88,.cff;.gif;.ipynb;.jpeg;.jpg;.json;.jsonl;.md;.png;.py;.sh;.txt
2508.20254,Beyond Optimization: Exploring Novelty Discovery in Autonomous Experiments,A4_physical_life_sciences,PHYSICS,2025-H2,2025-08-27,METHOD,NA,FRAMEWORK,github.com/rbulanadi/INS2ANE,CODE_ONLY,,,3,.ipynb;.md
2510.16080,TriAgent: Automated Biomarker Discovery with Deep Research Grounding for Triage in Acute Care by LLM-Based Multi-Agent Collaboration,A4_physical_life_sciences,BIOMED,2025-H2,2025-10-17,CAPABILITY,L2_PIPELINE,SYSTEM,github.com/CellFace/TriAgent,FULL_PIPELINE,,,368,.csv;.log;.md;.py;.pyc;.txt;.yaml
2511.05498,Biomedical Hypothesis Explainability with Graph-Based Context Retrieval,A4_physical_life_sciences,BIOMED,2025-H2,2025-09-15,METHOD,NA,FRAMEWORK,github.com/IlyaTyagin/HGCR | github.com/meta-llama/llama-models,CODE_ONLY,,,111,.in;.jpeg;.jpg;.lock;.md;.model;.png;.py;.toml;.txt;.yaml;.yml
2511.08866,BioVerge: A Comprehensive Benchmark and Study of Self-Evaluating Agents for Biomedical Hypothesis Generation,A4_physical_life_sciences,BIOMED,2025-H2,2025-11-12,METHOD,NA,BENCHMARK,github.com/Fuyi-Yang/BioVerge,CODE_ONLY,,,42,.md;.py;.yml
2511.19423,Beyond Protein Language Models: An Agentic LLM Framework for Mechanistic Enzyme Design,A4_physical_life_sciences,BIOMED,2025-H2,2025-11-24,CAPABILITY,L1_STAGE,SYSTEM,github.com/jsvine/pdfplumber,CODE_ONLY,,,151,.cff;.cfg;.in;.ipynb;.md;.pdf;.png;.py;.txt;.typed;.yml;.zip
2512.01089,CodeDistiller: Automatically Generating Code Libraries for Scientific Coding Agents,A4_physical_life_sciences,MATERIALS,2025-H2,2025-11-30,METHOD,L1_STAGE,SYSTEM,github.com/cognitiveailab/codedistiller,FULL_PIPELINE,,,28,.css;.js;.json;.md;.png;.py;.txt
2512.15736,Anubuddhi: A Multi-Agent AI System for Designing and Simulating Quantum Optics Experiments,A4_physical_life_sciences,PHYSICS,2025-H2,2025-12-06,CAPABILITY,L2_PIPELINE,SYSTEM,github.com/artificial-scientist-lab/ai-mandel | github.com/rithvik1122/Anubuddhi,FULL_PIPELINE,,,4277,.json;.md;.pdf;.png;.py;.sh;.txt
2601.01678,HeurekaBench: A Benchmarking Framework for AI Co-scientist,A4_physical_life_sciences,BIOMED,2026-H1,2026-01-04,METHOD,NA,BENCHMARK,github.com/mlbio-epfl/heurekabench,FULL_PIPELINE,,,405,.bat;.csv;.example;.in;.ipynb;.jpeg;.json;.md;.pdf;.pkl;.png;.py
2601.05356,PRISM: Protocol Refinement through Intelligent Simulation Modeling,A4_physical_life_sciences,BIOMED,2026-H1,2026-01-08,CAPABILITY,L2_PIPELINE,SYSTEM,github.com/ramanathanlab/PRISM,CODE_ONLY,,,292,.blend;.env;.in;.md;.patch;.pdf;.png;.py;.rtf;.sh;.stl;.txt
2601.11560,DeepEvidence: Empowering Biomedical Discovery with Deep Knowledge Graph Research,A4_physical_life_sciences,BIOMED,2025-H2,2025-12-23,CAPABILITY,L2_PIPELINE,SYSTEM,github.com/RyanWangZf/BioDSA,FULL_PIPELINE,,,374,.csv;.example;.ipynb;.json;.jsonl;.lock;.md;.parquet;.pdf;.png;.py;.sh
2601.12542,Rethinking the AI Scientist: Interactive Multi-Agent Workflows for Scientific Discovery,A4_physical_life_sciences,BIOMED,2026-H1,2026-01-18,CAPABILITY,L2_PIPELINE,SYSTEM,github.com/bio-xyz/BioAgents,FULL_PIPELINE,,,288,.css;.example;.html;.ico;.json;.jsx;.lock;.md;.mdc;.pdf;.py;.sql
2601.14288,DeepInflation: an AI agent for research and model discovery of inflation,A4_physical_life_sciences,PHYSICS,2026-H1,2026-01-14,CAPABILITY,L2_PIPELINE,SYSTEM,github.com/pengzy-cosmo/DeepInflation,FULL_PIPELINE,,,95,.json;.md;.npz;.png;.py;.toml;.txt
2601.18207,PaperSearchQA: Learning to Search and Reason over Scientific Papers with RLVR,A4_physical_life_sciences,BIOMED,2026-H1,2026-01-26,METHOD,NA,BENCHMARK,github.com/Future-House/paper-qa | github.com/jmhb0/PaperSearchQA | huggingface.co/collections/jmhb,CODE_ONLY,,,268,.gz;.html;.md;.png;.py;.sh;.toml;.txt;.yaml
2602.00953,SAGE: Agentic Framework for Interpretable and Clinically Translatable Computational Pathology Biomarker Discovery,A4_physical_life_sciences,BIOMED,2026-H1,2026-02-01,CAPABILITY,L2_PIPELINE,SYSTEM,github.com/FlagOpen/FlagEmbedding,FULL_PIPELINE,,,1148,.bat;.css;.csv;.gz;.in;.ipynb;.jpeg;.jpg;.json;.jsonl;.md;.pdf
2603.00612,From Literature to Hypotheses: An AI Co-Scientist System for Biomarker-Guided Drug Combination Hypothesis Generation,A4_physical_life_sciences,BIOMED,2026-H1,2026-02-28,CAPABILITY,L1_STAGE,SYSTEM,github.com/baksho/CoDHy | huggingface.co/meta-llama/Llama-3,FULL_PIPELINE,,,39,.csv;.json;.md;.png;.py;.txt;.wv
2603.03655,Mozi: Governed Autonomy for Drug Discovery LLM Agents,A4_physical_life_sciences,BIOMED,2026-H1,2026-03-04,CAPABILITY,L2_PIPELINE,SYSTEM,huggingface.co/datasets/OpenMol/DD100,DEAD,,,0,
2603.12618,Human-AI Collaborative Autonomous Experimentation With Proxy Modeling for Comparative Observation,A4_physical_life_sciences,MATERIALS,2026-H1,2026-03-13,METHOD,L2_PIPELINE,SYSTEM,github.com/arpanbiswas52/papers-code-proxyBO,CODE_ONLY,,,9,.ipynb;.md
2604.00550,"BloClaw: An Omniscient, Multi-Modal Agentic Workspace for Next-Generation Scientific Discovery",A4_physical_life_sciences,BIOMED,2026-H1,2026-04-01,METHOD,L1_STAGE,SYSTEM,github.com/qinheming/BIoClaw,CODE_ONLY,,,22,.csv;.example;.gz;.md;.png;.py
2604.25345,Plausible but Wrong: A case study on Agentic Failures in Astrophysical Workflows,A4_physical_life_sciences,PHYSICS,2026-H1,2026-04-28,CAPABILITY,L2_PIPELINE,CASE_STUDY,github.com/cmbagent/Benchmarks,CODE_ONLY,,,72,.csv;.ipynb;.json;.md;.pkl;.png;.py
2605.02669,An explainable hypothesis-driven approach to Drug-Induced Liver Injury with HADES,A4_physical_life_sciences,BIOMED,2026-H1,2026-05-04,CAPABILITY,L1_STAGE,SYSTEM,github.com/celltype/celltype-agent,FULL_PIPELINE,,,283,.api;.fasta;.gif;.json;.md;.png;.py;.sh;.smi;.toml;.txt;.yaml
2605.06177,BioMedArena: An Open-source Toolkit for Building and Evaluating Biomedical Deep Research Agents,A4_physical_life_sciences,BIOMED,2026-H1,2026-05-07,METHOD,NA,BENCHMARK,github.com/AI-in-Health/BioMedArena | github.com/joaomdmoura/crewai | github.com/openai/healthbench | huggingface.co/PrimeIntellect/INTELLECT-3.1 | huggingface.co/datasets/futurehouse | huggingface.co/datasets/tsynbio/ProteinLMBench,FULL_PIPELINE,,,25694,.css;.csv;.example;.gif;.j2;.js;.json;.jsonc;.lock;.md;.mdx;.mov
2605.07022,Self-Driving Datasets: From 20 Million Papers to Nuanced Biomedical Knowledge at Scale,A4_physical_life_sciences,BIOMED,2026-H1,2026-05-07,CAPABILITY,L2_PIPELINE,SYSTEM,anonymous.4open.science/r/starling-B026,DEAD,,,0,
2605.18144,Evidence-Grounded Frontier Mapping and Agentic Hypothesis Generation in Nanomedicine,A4_physical_life_sciences,BIOMED,2026-H1,2026-05-18,CAPABILITY,L2_PIPELINE,SYSTEM,github.com/cviviers/nanotech_agent,CODE_ONLY,,,98,.ipynb;.md;.py;.txt
2606.03435,CP-Agent: Context-Aware Multimodal Reasoning for Cellular Morphological Profiling under Chemical Perturbations,A4_physical_life_sciences,BIOMED,2026-H1,2026-06-02,CAPABILITY,L1_STAGE,SYSTEM,github.com/letitia-zhang/CP-Agent,FULL_PIPELINE,,,334,.cppipe;.csv;.gz;.ipynb;.json;.md;.npz;.pdf;.png;.py;.pyc;.sh
2606.11337,Can AI Agents Synthesize Scientific Conclusions?,A4_physical_life_sciences,BIOMED,2026-H1,2026-06-09,METHOD,NA,BENCHMARK,github.com/hayoungjungg/SciConBench | github.com/prefecthq/fastmcp,FULL_PIPELINE,,,1508,.css;.jpeg;.js;.json;.lock;.md;.mdc;.mdx;.mp4;.png;.py;.sh
2606.15931,DeepRoot: A KG-Coordinated Multi-Agent System for Therapeutic Reasoning over Historical Medical Texts,A4_physical_life_sciences,BIOMED,2026-H1,2026-06-14,CAPABILITY,L2_PIPELINE,SYSTEM,github.com/CarlisleMa/deeprootv1,FULL_PIPELINE,,,69,.example;.json;.jsonl;.md;.py;.txt;.yml
2607.02944,A Precedent-Guided Co-Scientist for Side-Effect-Aware Drug Redesign,A4_physical_life_sciences,BIOMED,2026-H2,2026-07-03,METHOD,UNCLEAR,SYSTEM,github.com/langchain-ai/langchain,FULL_PIPELINE,,,3022,.ambr;.cff;.csv;.dockerfile;.eml;.example;.gbnf;.gz;.html;.js;.json;.lock
2607.14097,RegNetAgents: A Multi-Agent Framework for Cross-Network Regulatory Driver Identification in Cancer Genomics,A4_physical_life_sciences,BIOMED,2026-H1,2026-04-16,CAPABILITY,L2_PIPELINE,SYSTEM,github.com/czi-ai/GREmLN | github.com/jab57/RegNetAgents,FULL_PIPELINE,,,113,.bib;.cff;.csv;.example;.json;.md;.pkl;.png;.py;.toml;.tsv;.txt
2607.17100,Auto Research for Materials: Auditable AI-Scientist Workflows with Held-Out Transfer,A4_physical_life_sciences,MATERIALS,2026-H2,2026-07-19,METHOD,NA,BENCHMARK,github.com/cxcscmu/Auto-Research-AI-Scientist,FULL_PIPELINE,,,169,.csv;.gz;.json;.jsonl;.lock;.md;.py;.sample;.sha256;.toml;.tsv
2607.21173,Automated Synthesis and Adversarial Validation of Executable Causal Research Pipelines,A4_physical_life_sciences,BIOMED,2026-H2,2026-07-23,METHOD,L2_PIPELINE,SYSTEM,anonymous.4open.science/r/ARA-08DB,DEAD,,,0,
2405.13352,"""Turing Tests"" For An AI Scientist",A5_benchmark,MULTI,2024-H1,2024-05-22,METHOD,NA,BENCHMARK,github.com/MatthewFilipovich/pycharge | github.com/MilesCranmer/PySR | github.com/flaport/fdtd,FULL_PIPELINE,,,146,.cfg;.conf;.css;.def;.dockerfile;.hcl;.ini;.ipynb;.jl;.jpg;.js;.json
2406.06769,DISCOVERYWORLD: A Virtual Environment for Developing and Evaluating Automated Scientific Discovery Agents,A5_benchmark,MULTI,2024-H1,2024-06-10,METHOD,NA,BENCHMARK,github.com/allenai/discoveryworld | github.com/allenai/discoveryworld.1,FULL_PIPELINE,,,2207,.css;.gif;.html;.in;.js;.json;.jsonnet;.libsonnet;.md;.png;.png~;.py
2406.10291,ResearchArena: Benchmarking Large Language Models' Ability to Collect and Organize Information as Research Agents,A5_benchmark,OTHER,2024-H1,2024-06-13,METHOD,NA,BENCHMARK,github.com/cxcscmu/ResearchArena,FULL_PIPELINE,,,48,.json;.md;.py;.sh;.txt
2409.04109,Can LLMs Generate Novel Research Ideas? A Large-Scale Human Study with 100+ NLP Researchers,A5_benchmark,GENERAL_ML,2024-H2,2024-09-06,CAPABILITY,NA,BENCHMARK,github.com/NoviScl/AI-Researcher,FULL_PIPELINE,,,88,.csv;.json;.md;.png;.py;.sh;.txt
2409.11363,CORE-Bench: Fostering the Credibility of Published Research Through a Computational Reproducibility Agent Benchmark,A5_benchmark,MULTI,2024-H2,2024-09-17,METHOD,NA,BENCHMARK,github.com/siegelz/core-bench,FULL_PIPELINE,,,2359,.autogpt;.bat;.bin;.cc;.cff;.cjs;.cmake;.cpp;.css;.csv;.dart;.entitlements
2410.05080,ScienceAgentBench: Toward Rigorous Assessment of Language Agents for Data-Driven Scientific Discovery,A5_benchmark,MULTI,2024-H2,2024-10-07,METHOD,NA,BENCHMARK,github.com/All-Hands-AI/OpenHands | github.com/bndr/pipreqs | github.com/jazzband/pip-tools | github.com/neuropsychology/NeuroKit,FULL_PIPELINE,,,635,.acq;.ai;.atr;.bat;.bib;.cff;.csl;.csv;.dat;.fif;.gif;.hea
2411.02429,IdeaBench: Benchmarking Large Language Models for Research Idea Generation,A5_benchmark,UNCLEAR,2024-H2,2024-10-31,METHOD,NA,BENCHMARK,anonymous.4open.science/r/IdeaBench-,DEAD,,,0,
2412.13612,"Large Language Models for Automated Literature Review: An Evaluation of Reference Generation, Abstract Writing, and Review Composition",A5_benchmark,MULTI,2024-H2,2024-12-18,METHOD,NA,BENCHMARK,anonymous.4open.science/r/Eval_LLM_,DEAD,,,0,
2412.17596,Evaluating LLMs' Divergent Thinking Capabilities for Scientific Idea Generation with Minimal Context,A5_benchmark,MULTI,2024-H2,2024-12-23,METHOD,NA,BENCHMARK,github.com/x66ccff/liveideabench,FULL_PIPELINE,,,61,.7z;.csv;.ipynb;.json;.md;.png;.py;.ttf;.txt;.xlsx;.yaml
2502.14499,MLGym: A New Framework and Benchmark for Advancing AI Research Agents,A5_benchmark,GENERAL_ML,2025-H1,2025-02-20,METHOD,NA,BENCHMARK,github.com/KellerJordan/modded-nanogpt | github.com/RobertTLange/gymnax-blines | github.com/facebookresearch/MLGym,FULL_PIPELINE,,,1772,.gif;.gz;.jpg;.json;.log;.md;.out;.png;.py;.sh;.stdout;.txt
2503.05712,Automatic Evaluation Metrics for Artificially Generated Scientific Research,A5_benchmark,GENERAL_ML,2025-H1,2025-02-14,METHOD,NA,BENCHMARK,github.com/NikeHop/OpenReviewParser | github.com/NikeHop/automatic_ | github.com/kermitt2/grobid | huggingface.co/allenai/specter2_base | huggingface.co/datasets/nhop,FULL_PIPELINE,,,13926,.1;.2;.2016;.2017;.2018;.2019;.2020;.2021;.2022;.2023;.2024;.2026
2504.09702,MLRC-Bench: Can Language Agents Solve Machine Learning Research Challenges?,A5_benchmark,GENERAL_ML,2025-H1,2025-04-13,METHOD,NA,BENCHMARK,github.com/yunx-z/MLRC-Bench | huggingface.co/spaces/launch,FULL_PIPELINE,,,593,.bat;.cfg;.config;.cpp;.csv;.html;.ini;.ipynb;.js;.json;.jsonl;.md
2504.10415,LLM-SRBench: A New Benchmark for Scientific Equation Discovery with Large Language Models,A5_benchmark,MULTI,2025-H1,2025-04-14,METHOD,NA,BENCHMARK,github.com/PingchuanMa/SGA | github.com/deep-symbolic-mathematics/llm-srbench,FULL_PIPELINE,,,166,.example;.json;.md;.npz;.png;.py;.sh;.txt;.yaml
2504.12976,Sparks of Science: Hypothesis Generation Using Structured Paper Data,A5_benchmark,GENERAL_ML,2025-H1,2025-04-17,METHOD,NA,BENCHMARK,github.com/UniverseTBD/hypogen-cs | huggingface.co/datasets/UniverseTBD/hypogen-dr1,STUB,,,2,.md;.py
2504.14191,AI Idea Bench 2025: AI Research Idea Generation Benchmark,A5_benchmark,GENERAL_ML,2025-H1,2025-04-19,METHOD,NA,BENCHMARK,github.com/titipata/scipdf_parser,FULL_PIPELINE,,,21,.jar;.json;.md;.pdf;.png;.py;.sh;.txt
2505.11855,When AI Co-Scientists Fail: SPOT-a Benchmark for Automated Verification of Scientific Research,A5_benchmark,MULTI,2025-H1,2025-05-17,METHOD,NA,BENCHMARK,github.com/guijinSON/ai4s_r2.git | huggingface.co/datasets/amphora/SPOT-MetaData,DEMO_APP,,,1680,.csv;.ipynb;.jpg;.json;.md;.pdf;.py;.sh
