arxiv_id,final_decision,final_reason,rule_applied,justification,layer1_A,layer1_B,layer1_agreement,reverses_unanimous_include
2512.20996,exclude,EC8_GENERIC_ANALYSIS,BR6,"LLM agent for operating traffic simulators as an engineering/policy tool, not framed as scientific research with hypotheses or claims.",exclude,exclude,agree,0
2512.21623,include,IC1,BR4,"Multi-agent drug-discovery platform that autonomously executes target selection, molecule design, and simulation in a closed feedback loop.",include,include,agree,0
2512.21720,exclude,EC1,none,"Information-theoretic analysis of generic compressor-predictor agent architectures, not aimed at performing research.",exclude,exclude,agree,0
2512.22145,include,IC2,none,"Systematic evaluation and dataset for LLMs performing peer review, including alignment, safety, and integrity of automated reviews.",include,include,agree,0
2512.22334,include,IC2,BR2,Evaluation toolkit benchmarking scientific intelligence including scientific hypothesis generation for science models and agents.,borderline,include,needs_adjudication,0
2512.22336,exclude,EC1,none,"Multi-agent framework for generating symbolic world models for planning, not for performing scientific research stages.",exclude,exclude,agree,0
2512.22396,include,IC3,BR5,"Benchmark and verification framework for factual integrity of AI-generated scientific content, not an AI-text authorship detector.",borderline,include,needs_adjudication,0
2512.23707,include,IC1,BR2,"Trains AI co-scientist models that generate scientific research plans, an ideation/experiment-design lifecycle stage.",include,include,agree,0
2512.24077,exclude,EC8_GENERIC_ANALYSIS,BR6,"Self-evolving agent evaluated on code optimization and Kaggle-style ML tasks, not research framed around scientific claims or domain science.",include,borderline,needs_adjudication,0
2512.24289,exclude,EC1,none,"LLM extraction of regulatory KPIs from corporate reports, a document-processing application unrelated to conducting research.",exclude,exclude,agree,0
2601.01357,include,IC1,BR4,"LLM agent autonomously configures, executes, analyzes, and iteratively refines CFD combustion experiments from literature with minimal human intervention.",include,include,agree,0
2601.01653,exclude,EC1,none,GNN-based learning of voting rules for mechanism design; no AI research-performing system involved.,exclude,exclude,agree,0
2601.01678,include,IC2,none,Benchmarking framework built specifically to evaluate AI co-scientist agents on end-to-end research questions.,include,include,agree,0
2601.03260,include,IC2,BR7,"Dataset/benchmark for agents doing scientific literature retrieval with a downstream literature-review application, centered on academic research work.",include,include,agree,0
2601.03261,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"Retrieval-utilization technique for generic deep research QA agents evaluated on general benchmarks, not scientific research work.",exclude,exclude,agree,0
2601.03315,include,IC3,none,Case study of four end-to-end autonomous AI paper-generation attempts documenting failure modes and design principles for AI-scientist systems.,include,include,agree,0
2601.03540,include,IC2,BR7,"Benchmark evaluating agents' consolidation of scientific literature into survey papers, an academic literature-synthesis task.",include,include,agree,0
2601.03743,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"Training pipeline for a general deep research model evaluated on generic deep research benchmarks, not scientific research.",exclude,exclude,agree,0
2601.04577,include,IC2,none,Dataset of scientific reasoning trajectories explicitly constructed to analyze and train AI research agents.,include,include,agree,0
2601.04879,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"Deep research agent and benchmark for commercial/business report synthesis, not scientific or academic research.",exclude,exclude,agree,0
2601.05039,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"Benchmarks deep research agents on financial forecasting, a business application rather than scientific research work.",exclude,exclude,agree,0
2601.05356,include,IC1,BR4,"Agent framework autonomously designs, validates, and executes experimental protocols end-to-end for self-driving laboratories.",include,include,agree,0
2601.05503,exclude,EC1,none,"Study of over-searching behavior in search-augmented LLMs, a generic agent-efficiency property, not research-performing systems.",exclude,exclude,agree,0
2601.05574,exclude,EC7_HUMAN_AI_USE,BR5,"Institutional position piece on universities' authority and researchers' use of AI, not the integrity of research produced by autonomous AI pipelines.",borderline,include,needs_adjudication,0
2601.05577,exclude,EC2,BR4,"RL-based parameter-estimation/search method for Ising critical parameters; an optimization instrument, not an autonomous research decision loop as subject.",borderline,borderline,needs_adjudication,0
2601.05755,exclude,EC1,none,"Prompt-injection defense and security benchmark for generic tool-using LLM agents, not research-performing AI.",exclude,exclude,agree,0
2601.05946,exclude,EC2,BR4,"Methodological critique of active-learning components (surrogates, sampling, UQ) used as instruments, not a study of autonomous research decision systems as such.",exclude,include,needs_adjudication,0
2601.06021,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"RL reward design for general deep search agents evaluated on generic search/QA benchmarks, not scientific research.",exclude,exclude,agree,0
2601.06117,include,IC1,BR2,System with an active discovery loop that autonomously hypothesizes physical variables and deduces physical constants in a real scientific domain.,include,include,agree,0
2601.06676,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"Benchmark for interactive general-purpose deep research agents (web exploration, generic report tasks), not centered on scientific research work.",include,include,agree,1
2601.06943,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"Open-web video question-answering agent benchmark, not scientific or academic research work.",exclude,exclude,agree,0
2601.06978,include,IC3,BR4,Framework/taxonomy for benchmarking autonomy levels of AI-driven scientific experimentation at large-scale facilities.,include,include,agree,0
2601.07966,include,IC1,BR4,Platform whose subject is closed-loop propose-measure-learn workflows that decide next experiments via native Bayesian optimization for materials discovery.,include,include,agree,0
2601.08185,include,IC1,BR4,Autonomous reasoning agent running closed-loop robotic materials-synthesis campaigns that decide subsequent experiments from prior results.,include,include,agree,0
2601.08536,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"Benchmark for general deep research report writing graded against expert investigative (journalistic) articles across generic domains, not scientific research.",include,include,agree,1
2601.09465,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"Self-evolving deep research agent evaluated only on generic multi-hop QA and DeepSearch-style benchmarks, not scientific research work.",borderline,borderline,needs_adjudication,0
2601.09688,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"Evaluation framework for deep research agents built on persona-driven generic web-research tasks, not scientific/academic research work.",include,include,agree,1
2601.09714,include,IC2,BR2,Evaluation methodology benchmarking agentic workflows on novelty and feasibility of AI-generated scientific research plans (machine ideation).,include,include,agree,0
2601.09858,include,IC1,BR1,"RL system that autonomously plans and constructs scientific manuscripts (writing stage), plus a benchmark for scientific paper generation.",include,include,agree,0
2601.10504,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"Automated evaluation arena for deep research agents built from fresh web trends and aligned with generic search-arena leaderboards, not scientific research.",include,include,agree,1
2601.11374,include,IC2,none,"Evaluation methodology (reward models) specifically for assessing machine-generated scientific writing, a research lifecycle stage output.",include,include,agree,0
2601.11560,include,IC1,BR7,Deep research agent framework autonomously performing evidence synthesis and exploration across biomedical knowledge graphs for scientific discovery.,include,include,agree,0
2601.11582,exclude,EC1,none,"Shared task on single-shot summarization of abstracts into highlights, a text-generation application with no autonomous research system as subject.",exclude,exclude,agree,0
2601.11825,include,IC1,BR3,"System autonomously screens, classifies, and synthesizes biomedical literature (PICOS-based evidence synthesis and gap identification), producing the synthesis itself.",borderline,include,needs_adjudication,0
2601.12030,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,Generic context-management method for long-horizon information-seeking agents evaluated on BrowseComp-style web QA.,exclude,exclude,agree,0
2601.12152,exclude,EC6_ASSISTIVE,BR1,Mixed-methods study of researchers steering an interactive ideation aid where humans make the research judgments and negotiate ownership.,include,include,agree,1
2601.12369,include,IC2,BR7,Benchmark evaluating deep research agents on scientific survey generation: retrieving expert-cited papers and building taxonomies of scientific literature.,include,include,agree,0
2601.12538,exclude,EC1,none,"General survey of agentic reasoning in LLMs; autonomous research is only one application area, not the subject.",exclude,exclude,agree,0
2601.12542,include,IC1,none,"Multi-agent AI scientist system autonomously performing planning, data analysis, literature search, and novelty detection, evaluated on a computational biology benchmark.",include,include,agree,0
2601.12910,include,IC3,BR5,"Benchmark for automated verification of paper-code consistency, addressing quality assurance of research output scaled by automated research agents.",include,include,agree,0
2601.13217,include,IC2,BR7,"Evaluation suite for deep research agents' long-form research report drafting and multi-turn revision, centering on research report generation rather than generic browsing QA.",include,include,agree,0
2601.13508,include,IC1,BR4,"Agentic research system autonomously running closed-loop computational catalysis studies, deciding next calculations and designs from prior results.",include,include,agree,0
2601.13591,exclude,EC8_GENERIC_ANALYSIS,BR6,"Benchmark for data science agents on generic real-world data analysis and modeling tasks, not framed as scientific research.",include,exclude,needs_adjudication,0
2601.13614,include,IC1,BR2,"LLM hypothesis-generation plus statistical-verification loop autonomously performing causal discovery, framed as scientific discovery with iterative refinement.",include,include,agree,0
2601.14288,include,IC1,BR2,"Multi-agent AI system autonomously discovering and verifying inflationary cosmology models, ideation/model discovery in a real scientific domain.",include,include,agree,0
2601.15485,exclude,EC7_HUMAN_AI_USE,BR5,Prevalence and impact measurement of human researchers' LLM use in grant proposals; no autonomous research system as subject.,exclude,exclude,agree,0
2601.15703,exclude,EC1,none,"General agent uncertainty-quantification/reliability framework; deep research tasks are just an evaluation setting, not the subject.",borderline,exclude,needs_adjudication,0
2601.15808,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"Verification-driven self-improvement for deep research agents evaluated on GAIA and XBench-DeepSearch generic web-search benchmarks, not scientific research.",include,exclude,needs_adjudication,0
2601.16282,include,IC1,BR3,System autonomously synthesizes scientific theories (qualitative and quantitative laws) from large literature corpora at scale.,include,include,agree,0
2601.16312,exclude,EC2,none,"Domain training/benchmark dataset for polymer-design reasoning in LLMs, an AI-for-science instrument without an autonomous research decision loop as subject.",exclude,exclude,agree,0
2601.16344,include,IC2,BR6,"Benchmark/training framework for data science agents explicitly framed around scientific analysis (bioinformatics, literature-grounded, discovery tasks).",include,include,agree,0
2601.17431,exclude,EC7_HUMAN_AI_USE,BR5,"Prevalence measurement of citation errors in human-authored AI-assisted survey papers, not integrity of research produced by autonomous AI systems.",borderline,include,needs_adjudication,0
2601.17705,exclude,EC1,none,Sentence-embedding similarity metric with no connection to autonomous research systems.,exclude,exclude,agree,0
2601.17879,include,IC1,BR7,"Deep research agent architecture producing long-form research reports, evaluated on DeepResearch Bench research-report tasks rather than generic browsing QA.",include,borderline,needs_adjudication,0
2601.17920,include,IC3,BR4,"Survey, taxonomy, and benchmark templates for closed-loop self-driving laboratories that autonomously decide experiments.",include,include,agree,0
2601.18207,include,IC2,BR7,"Benchmark and corpus for agents that search and reason over scientific papers, explicitly aimed at AI Scientist systems.",include,include,agree,0
2601.18467,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"Offline training pipeline for general-purpose deep-research/web QA agents evaluated on generic browsing benchmarks, not scientific research work.",include,exclude,needs_adjudication,0
2601.18477,exclude,EC7_HUMAN_AI_USE,BR5,Meta-research audit of human-conducted ML experiments; no AI research system or AI-produced research as subject.,exclude,exclude,agree,0
2601.18638,exclude,EC2,BR4,"Uncertainty-quantification method for surrogate-assisted inverse design; an optimization instrument, not an autonomous experimental decision loop as subject.",exclude,exclude,agree,0
2601.19578,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"General-purpose deep-research agent framework evaluated on GAIA, BrowseComp, and HLE, not scientific research work.",include,exclude,needs_adjudication,0
2601.19916,include,IC2,none,Benchmark dataset and framework for automated peer review via error detection in research papers (peer review lifecycle stage).,include,include,agree,0
2601.20613,exclude,EC1,none,"Instruction-following benchmark for general AI agents on everyday user tasks, not research systems.",exclude,exclude,agree,0
2601.20676,exclude,EC1,none,"Multimodal RAG planning agent for VQA efficiency, not aimed at performing research.",exclude,exclude,agree,0
2601.20843,include,IC1,BR7,"Deep researcher agent generating PhD-level research reports, evaluated on academic research-report tasks rather than generic browsing benchmarks.",include,borderline,needs_adjudication,0
2601.20975,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"Open-web multi-step information-seeking list-answer benchmark for search agents, not scientific/academic research work.",include,exclude,needs_adjudication,0
2601.20996,include,IC2,BR4,"Benchmark environments for closed-loop autonomous materials discovery pipelines where agents propose, evaluate, and refine experiments.",include,include,agree,0
2601.21096,exclude,EC8_GENERIC_ANALYSIS,BR6,"Autonomous evolutionary discovery loop applied to compiler-optimization heuristics, a software/ML engineering task rather than scientific research.",borderline,borderline,needs_adjudication,0
2601.21654,include,IC2,BR7,Evaluation environment benchmarking the literature information-gathering stage of deep research over academic papers.,include,include,agree,0
2601.21937,include,IC2,BR7,Controlled deep-research benchmark for document-grounded reasoning and evidence synthesis over scientific papers.,include,include,agree,0
2601.22060,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"Multimodal web-search deep-research agent for factual visual/textual QA, not scientific research work.",borderline,exclude,needs_adjudication,0
2601.22315,exclude,EC2,BR4,"Acquisition-function/Bayesian-optimization contribution driven by an external loop, applied to hypothesis evaluation as an instrument.",exclude,exclude,agree,0
2601.22444,exclude,EC1,none,"Automated forecasting-question generation for general AI capability evaluation, not a scientific research lifecycle system.",exclude,exclude,agree,0
2601.22638,include,IC1,BR1,Multi-agent system autonomously producing substantive peer reviews with literature verification and technical auditing.,include,include,agree,0
2601.22984,include,IC2,BR5,"Taxonomy and benchmark auditing hallucinations across full research trajectories of deep research agents, addressing reliability of AI-produced research.",borderline,include,needs_adjudication,0
2601.23265,include,IC1,BR1,Agentic system autonomously producing publication-ready academic illustrations (scientific writing stage) with iterative self-critique.,include,include,agree,0
2602.00733,include,IC1,none,"Trains an AI system (EchoReviewer-7B) plus dataset to autonomously perform peer review, a research lifecycle stage.",include,include,agree,0
2602.00953,include,IC1,BR2,Multi-agent system generates scientific biomarker hypotheses and autonomously validates them on pathology data.,include,include,agree,0
2602.01075,exclude,EC1,BR2,"Benchmark of LLM convexity/compositional reasoning as such, not an autonomous research system or its evaluation.",exclude,exclude,agree,0
2602.01331,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"General wide-search multi-agent framework evaluated on generic retrieval benchmarks, not scientific research work.",exclude,exclude,agree,0
2602.01566,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"Deep research agent evaluated on generic report benchmarks (DeepResearch Bench, DeepConsult), not centered on scientific research.",borderline,exclude,needs_adjudication,0
2602.01590,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"Benchmarks DRAs on Wikipedia encyclopedic article writing, not scientific/academic research work.",borderline,borderline,needs_adjudication,0
2602.01815,include,IC1,BR2,"Multi-agent debate system autonomously performs molecular discovery ideation, critique, and selection in a real scientific domain.",include,include,agree,0
2602.02139,include,IC1,BR6,Explicit AI co-scientist with an autonomous evolutionary discovery loop that invents novel unlearning losses as ML research contributions.,include,include,agree,0
2602.02185,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"Benchmark for multimodal visual/textual search VQA fact-finding, not scientific research tasks.",exclude,exclude,agree,0
2602.02290,exclude,EC1,none,"Metric for AI-generated science communication stories, not about an AI system performing research or its integrity.",exclude,exclude,agree,0
2602.02369,exclude,EC1,none,"Generic self-evolving agent memory system evaluated on forecasting and general benchmarks, not research-performing.",exclude,exclude,agree,0
2602.02486,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,Deep-search agent method evaluated primarily on BrowseComp-style generic browsing benchmarks.,exclude,exclude,agree,0
2602.02636,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"Wide information-seeking multi-agent architecture and benchmark for general retrieval, not scientific research.",exclude,exclude,agree,0
2602.02905,include,IC2,none,Benchmark evaluating agents on full-cycle autonomous rediscovery of scientific findings (ideation through empirical conclusions).,include,include,agree,0
2602.03468,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"RL method for user-intent clarification in generic deep research report agents, not scientific research work.",exclude,exclude,agree,0
2602.03664,exclude,EC1,none,"Generic multi-turn agent training method for imitation bias, not aimed at performing research.",exclude,exclude,agree,0
2602.03849,include,IC1,BR1,"LLM ensemble autonomously generates the candidate research questions (ideation output) with humans in a review/selection role, within the AI Scientist paradigm.",include,include,agree,0
2602.04496,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"Agentic reasoning framework evaluated on generic expert QA benchmarks (HLE, GAIA), not scientific research production.",exclude,exclude,agree,0
2602.04850,include,IC1,BR4,"Multi-agent quantum chemistry research collaborator that autonomously plans, executes, adapts, and analyzes in silico experiments.",include,include,agree,0
2602.05843,exclude,EC1,none,"General long-horizon inductive-interaction agent benchmark on toy environments, not scientific research systems.",exclude,exclude,agree,0
2602.05975,include,IC2,BR7,"Benchmark specifically for scientific literature retrieval within deep research agent workflows, centered on academic research work.",include,include,agree,0
2602.06540,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"Open-ended report-writing deep research agent evaluated on generic DR benchmarks (DeepResearch Bench, DeepConsult), not scientific research.",include,include,agree,1
2602.06855,include,IC2,none,Benchmark suite explicitly evaluating AI research agents across the full scientific research lifecycle.,include,include,agree,0
2602.06923,exclude,EC1,BR2,"Studies transformer inductive biases and learned world models as such, not an autonomous research system.",exclude,borderline,needs_adjudication,0
2602.07040,include,IC1,none,"Autonomous scientific discovery agent that iteratively designs and improves solutions across mathematics, biology, and neuroscience tasks.",include,include,agree,0
2602.07359,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"Efficiency method for deep research agents evaluated on generic browsing QA (BrowseComp), not scientific research work.",borderline,borderline,needs_adjudication,0
2602.07491,include,IC1,BR2,Multi-agent knowledge-graph system autonomously generates materials-design hypotheses and candidates in a real scientific domain.,include,include,agree,0
2602.07652,exclude,EC1,none,Security evaluation of general LLM agent architectures; not about agents performing scientific research.,exclude,exclude,agree,0
2602.07943,include,IC1,BR2,"Multi-agent co-scientist that proposes, critiques, and refines instrumental variables — machine generation of scientific hypotheses in causal inference.",include,include,agree,0
2602.07983,include,IC1,none,Agentic framework performing end-to-end hypothesis generation and empirical validation in social science.,include,include,agree,0
2602.08990,include,IC1,none,Unified agentic system for long-horizon end-to-end autonomous scientific discovery including wet-lab experimentation.,include,include,agree,0
2602.09132,exclude,EC2,BR1,Agentic data-preparation infrastructure serving scientific workflows; no substantive research-stage output or experimental decision loop is the subject.,include,include,agree,1
2602.09430,exclude,EC2,BR4,Robotic execution capability (VLA inference plugin) for lab tasks; the system executes rather than decides what experiment to run next.,include,include,agree,1
2602.09723,include,IC1,BR3,"Case study of an AI system producing the substantive literature synthesis of a scientific assessment, with experts reviewing and revising.",include,include,agree,0
2602.10177,include,IC1,none,"Math research agent that autonomously generates, verifies, and revises proofs, producing research papers without human intervention.",include,include,agree,0
2602.10226,exclude,EC8_GENERIC_ANALYSIS,BR6,"Autonomous LLM ML-engineering loop optimizing a production recommender system, not framed as scientific research.",borderline,borderline,needs_adjudication,0
2602.11238,include,IC2,BR3,Benchmark specifically evaluating systems that autonomously generate literature surveys across disciplines.,include,include,agree,0
2602.11685,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"Benchmark built from general-purpose consumer deep-research queries, not centered on scientific/academic research work.",borderline,include,needs_adjudication,0
2602.12056,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"Legal research/QA agent for judicial reasoning, not scientific or academic research work.",exclude,exclude,agree,0
2602.12108,exclude,EC1,none,"Generic stateful context/memory management capability for LLMs, evaluated on QA and browsing tasks, not aimed at performing research.",exclude,exclude,agree,0
2602.12852,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"Trajectory-pruning efficiency method for general web information-seeking agents, not scientific research.",exclude,borderline,needs_adjudication,0
2602.13769,include,IC1,none,"Multi-agent research framework performing agentic hypothesis generation, experimentation, and reflection for automated algorithm discovery framed as scientific discovery.",include,include,agree,0
2602.13855,include,IC3,BR5,Position paper making claim-level auditability and provenance a design/evaluation target for AI-conducted research.,include,include,agree,0
2602.14135,exclude,EC1,none,"Broad frontier AI safety benchmark; AI4Science safety is one dimension but the subject is general model safety, not autonomous research systems.",exclude,exclude,agree,0
2602.14189,exclude,EC1,none,"Abstention-aware claim-verification evaluation studying LLM scientific reasoning properties, not an autonomous research system or benchmark for one.",exclude,borderline,needs_adjudication,0
2602.14295,exclude,EC1,none,"Generic design pattern for calling ML models as tools in agent workflows, demonstrated on sales proposal generation.",exclude,exclude,agree,0
2602.15019,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"Wide-search agent and benchmark for drug asset scouting in investing/BD, a commercial intelligence task rather than scientific research.",exclude,exclude,agree,0
2602.15039,include,IC1,BR4,Agent autonomously proposes and evaluates particle-physics experiment designs via a simulation-driven decision loop.,include,include,agree,0
2602.15061,include,IC3,BR4,Safety/governance framework specifically for AI-driven self-driving laboratories with closed experimental loops.,include,include,agree,0
2602.15730,exclude,EC2,none,"Statistical methodology for text-as-treatment causal estimation; LLMs/SAEs used as instruments, no autonomous research loop as subject.",exclude,exclude,agree,0
2602.17017,exclude,EC8_GENERIC_ANALYSIS,BR6,"CRM sales-insight agent and benchmark; 'research' is business intelligence over enterprise data, not scientific research.",exclude,exclude,agree,0
2602.17037,exclude,EC1,none,"Recovery system for coding-agent misbehaviors in software engineering, not a research-performing system.",exclude,exclude,agree,0
2602.18446,include,IC2,BR7,"Benchmark and trained judge for the logical quality and auditability of deep-research-generated reports, an evaluation methodology for research-producing agents.",include,include,agree,0
2602.18453,include,IC1,BR1,"LLM system autonomously replicates statistical analyses (interpret-code-execute-analyze loop) to verify research, producing the substantive analysis output itself.",include,include,agree,0
2602.18640,exclude,EC8_GENERIC_ANALYSIS,BR6,"Agentic optimization of industrial ranking/recommendation systems is ML engineering, not scientific research.",exclude,exclude,agree,0
2602.18920,include,IC1,BR2,Training framework for agents that autonomously generate and refine novel scientific research ideas (ideation stage).,include,include,agree,0
2602.18940,include,IC2,BR7,Agentic evaluation framework specifically for deep research agents' analyst-grade research reports.,include,include,agree,0
2602.19526,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"RL training study of search agents evaluated on generic knowledge-intensive QA, not scientific research work.",borderline,borderline,needs_adjudication,0
2602.19810,include,IC3,none,"Presents platforms, taxonomy, and governance/verification architectures for fully autonomous multi-agent scientific research.",include,include,agree,0
2602.21143,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"Benchmark for general-domain information gathering and synthesis (7 mixed domains), not centered on scientific/academic research work.",borderline,borderline,needs_adjudication,0
2602.21201,include,IC1,none,Mathematics research agent autonomously solving open research-level proof problems in the FirstProof challenge.,include,include,agree,0
2602.21230,include,IC2,BR7,Trajectory-aware evaluation framework and benchmark specifically for deep research agents.,include,include,agree,0
2602.21351,include,IC1,BR6,Multi-agent system autonomously performing data discovery and multi-step scientific analysis on domain-science (geoscience) data.,include,include,agree,0
2602.21456,exclude,EC2,none,"IR study of retrieval/ranking components inside deep research pipelines; infrastructure, not a research-performing system as subject.",exclude,exclude,agree,0
2602.22215,include,IC1,BR2,"System that generates scientific research ideas via graph-RAG, machine hypothesis/idea generation for real scientific domains.",include,include,agree,0
2602.22442,exclude,EC8_GENERIC_ANALYSIS,BR6,"Audits decisions of agentic AutoML/ML-engineering pipelines, not agents framed as doing scientific research.",borderline,include,needs_adjudication,0
2602.22603,exclude,EC1,none,"KV cache compression infrastructure for long-horizon agents, not a research-performing system.",exclude,exclude,agree,0
2602.22675,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"Efficiency-focused agentic search training evaluated primarily on generic browsing/QA benchmarks (BrowseComp, GAIA, Xbench).",exclude,exclude,agree,0
2602.22808,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"General-purpose deep-research agent framework evaluated on generic web QA benchmarks (GAIA, BrowseComp), not scientific research work.",exclude,exclude,agree,0
2602.22842,include,IC3,BR1,"Case study of AI producing substantive mathematical research outputs (proof exploration, novel bounds) with human verification, documenting capabilities and failure modes.",include,include,agree,0
2602.22953,exclude,EC1,none,"Evaluation harness for general-purpose agents across SWE, customer service, and assistance domains, not autonomous research systems specifically.",exclude,exclude,agree,0
2602.23271,include,IC2,BR7,"Evaluation framework quantifying stochasticity/reproducibility of deep research agents' research outputs, including scientific discovery use.",include,include,agree,0
2602.23335,exclude,EC6_ASSISTIVE,BR1,"Usage/interaction study of humans using assistive literature-discovery and QA tools; humans make the research judgments, no autonomous research system as subject.",include,include,agree,1
2602.23716,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"E-commerce product-research shopping agent; deep-research techniques applied to shopping, not scientific research.",exclude,exclude,agree,0
2603.00077,exclude,EC1,none,"Generic rubric-based LLM evaluation framework; research-agent evaluation is only an incidental application, not the primary contribution.",borderline,borderline,needs_adjudication,0
2603.00084,exclude,EC2,none,"Contribution is a literature data-access SDK/interface used as an instrument by agents, not an autonomous research system or its evaluation.",borderline,borderline,needs_adjudication,0
2603.00582,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"General-domain complex web-research task and benchmark, not centered on scientific research work.",borderline,exclude,needs_adjudication,0
2603.00612,include,IC1,BR2,"System generates, validates, and ranks scientific drug-combination hypotheses in oncology (ideation stage).",include,include,agree,0
2603.00623,exclude,EC1,none,"Multi-agent trace diagnosis for generic agentic systems, not research performance.",exclude,exclude,agree,0
2603.00856,exclude,EC1,none,Generic governance/contract framework for LLM systems engineering.,exclude,exclude,agree,0
2603.01050,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,Multimodal web search/QA agent evaluated on general deep-research benchmarks.,exclude,exclude,agree,0
2603.01152,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"Dataset and RL framework for multi-hop web QA deep-research agents, not scientific research.",exclude,exclude,agree,0
2603.02873,exclude,EC3,none,"Document format/editor for LLM-assisted scientific writing, no autonomous research system as subject.",exclude,exclude,agree,0
2603.03097,exclude,EC8_GENERIC_ANALYSIS,BR6,"Knowledge-graph pattern discovery for healthcare/insurance analytics, not framed as scientific research.",exclude,exclude,agree,0
2603.03126,exclude,EC2,none,Scholarly data infrastructure resource; agent use is incidental.,exclude,exclude,agree,0
2603.03379,exclude,EC1,none,General LLM long-term memory retrieval component.,exclude,exclude,agree,0
2603.03655,include,IC1,none,Governed autonomous LLM agent architecture executing drug-discovery research pipelines with auditability.,include,include,agree,0
2603.03881,exclude,EC1,none,"LLM web-auditing agent for dark patterns, a compliance application not scientific research.",exclude,exclude,agree,0
2603.04384,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,Retrieval/embedding component evaluated on general browsing benchmarks (BrowseComp-Plus).,exclude,exclude,agree,0
2603.04751,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"Benchmark for general-purpose web search agents, not scientific research work.",exclude,exclude,agree,0
2603.05764,exclude,EC8_GENERIC_ANALYSIS,BR6,"Kaggle-style tabular ML benchmark for data science agents, ML engineering not scientific research.",exclude,include,needs_adjudication,0
2603.05912,include,IC2,BR5,Benchmark and verification agent for claim-level factuality/integrity of AI-produced deep research reports.,include,include,agree,0
2603.05972,include,IC1,BR6,AI Scientist Agent framework autonomously performing and refining computational social science analysis toward theoretical categories.,include,include,agree,0
2603.06002,exclude,EC2,none,"Remote sensing classification architecture, an AI-for-science model with no research decision loop.",exclude,exclude,agree,0
2603.06677,exclude,EC8_GENERIC_ANALYSIS,BR6,"A training method and benchmark for chart-based analytic reasoning in LVLMs, framed as data-science/BI analysis rather than scientific research work.",exclude,exclude,agree,0
2603.06739,include,IC2,none,"Benchmark specifically for agents executing research code toward autonomous, reproducible experimentation.",include,include,agree,0
2603.06942,include,IC2,BR7,Meta-evaluation methodology for benchmarks of scientific-domain deep-research report systems.,include,include,agree,0
2603.07241,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,Retrieval-alignment module for general web deep-search agents.,exclude,exclude,agree,0
2603.07416,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,Latency optimization for general information-seeking deep research agents.,exclude,exclude,agree,0
2603.07444,include,IC1,BR1,"Multi-agent pipeline produces the hypotheses, econometric analyses, manuscripts, and reviews with humans only at approval gates.",include,include,agree,0
2603.07853,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"Training method for web tool-use research agents evaluated on generic multi-hop and open-web QA benchmarks, not scientific research work.",exclude,exclude,agree,0
2603.07915,exclude,EC1,none,"Reasoning-effort routing for generic LLM agents (tool use, browsing, web), not a research-performing system.",exclude,exclude,agree,0
