item_id,arxiv_id,verifier,corruption,flagged,note
a2-0181,2607.16127,opus,none,0,"Cost-aware discovery-loop framework with an auditable ledger fits IC3/FRAMEWORK/METHOD, and NA autonomy is defensible for a software architecture rather than an AI agent."
a2-0182,2606.26722,opus,none,0,AHOIS is a closed-loop multi-agent AI scientist that autonomously proposed and validated hypotheses on real hardware; SYSTEM/L3/DISCOVERY all match.
a2-0183,2510.16082,opus,CODE_DRIFT,0,BIOGEN autonomously performs the interpretation/hypothesis-generation stage over RNA-seq modules; IC1 with L1_STAGE and CAPABILITY is defensible.
a2-0184,2510.18939,opus,none,0,"SLIM is a long-horizon agentic search/deep-research framework, explicitly in scope under IC1; SYSTEM/L1_STAGE/METHOD fit."
a2-0185,2512.01089,opus,none,0,"CodeDistiller builds and evaluates capability infrastructure for automated scientific discovery agents, with a downstream ASD evaluation; SYSTEM/L1_STAGE/METHOD is defensible."
a2-0186,2602.21201,opus,none,0,Case study reporting a math research agent solving challenge problems autonomously; L1_STAGE and CAPABILITY match the benchmark-style claim.
a2-0187,2606.25532,opus,none,0,Multi-agent discovery engine that autonomously evolves and validates new compression methods surpassing human designs; SYSTEM/L3/DISCOVERY fit.
a2-0188,2402.12391,opus,none,0,TAIS is a multi-role LLM system automating the gene-identification analysis stage with its own benchmark; SYSTEM/L1_STAGE/CAPABILITY is defensible.
a2-0189,2604.04324,opus,none,0,RESCORE runs an autonomous analyze-code-execute-verify replication loop with execution feedback; IC1 SYSTEM at L3_CLOSED_LOOP is defensible.
a2-0190,2607.14097,opus,none,1,"Autonomy is wrong: RegNetAgents is a single automated query-driven analysis workflow over precomputed networks with no human approval gates, so L1_STAGE, not L2_PIPELINE."
a2-0191,2602.02905,opus,none,0,FIRE-Bench is exactly an evaluation benchmark for full-cycle autonomous research agents; IC2/BENCHMARK/NA/METHOD all correct.
a2-0192,2505.21396,opus,none,0,Data-augmented LLM ideation framework with automated preliminary validation; IC1 FRAMEWORK/METHOD is defensible and NA autonomy is consistent with a method rather than a deployed system.
a2-0193,2603.19782,opus,none,0,Explicit position paper arguing for the PLAD embodied-discovery paradigm; IC3/POSITION/NA/CONCEPTUAL all match.
a2-0194,2603.21728,opus,none,0,EvoIdeator is an RL training method for autonomous scientific ideation; FRAMEWORK/METHOD fits and NA is defensible for a training recipe rather than a research system.
a2-0195,2505.19209,opus,none,0,MOOSE-Chem2 defines a hypothesis-discovery task and a hierarchical search method with a new benchmark; IC1 FRAMEWORK/METHOD is defensible.
a2-0196,2505.11855,opus,FLIP,1,"Decision is wrong: SPOT is a dataset and evaluation of LLMs verifying scientific manuscripts in the AI co-scientist context, squarely IC2 - should be include, not exclude (the reason code IC2 is itself an inclusion criterion)."
a2-0197,2506.22026,opus,none,0,Automated novelty assessment is an evaluation methodology for AI idea-generation systems; IC2 with SYSTEM/L1_STAGE/METHOD is defensible.
a2-0198,2604.18805,opus,none,0,"Large-scale evaluation of the epistemic integrity of AI-scientist agents fits IC3, and the benchmark/CAPABILITY coding of a 25,000-run evaluation study is defensible."
a2-0199,2603.17216,opus,none,0,Synthetic task-generation pipeline for training ML research agents is a method for building such systems; FRAMEWORK/NA/METHOD fits.
